,path,name,continent,country,culture,dateFrom,dateTo,economic,group,lang,polalign,source,url,religions,EconomicQuality,Education,EnterpriseConditions,Governance,Health,Individualism,Indulgence,InvestmentEnvironment,LivingConditions,LongTermOrientation,MarketAccessandInfrastructure,Masculinity,NaturalEnvironment,PersonalFreedom,PowerDistance,SafetyandSecurity,SocialCapital,UncertaintyAvoidance,economicblocs,linguisticblocs,militarydefenseblocs,politicalregionalblocs
21,/Event/7441404981/7441435057/7447415543,7447415543,,,,2023-03-11T08:18:00,2023-03-15T02:36:00,,7441404981,eng,,mangalorean.com,,,40.0,72.0,64.0,114.0,31.0,20.0,45.0,46.0,69.0,32.0,51.0,34.0,111.0,118.0,64.0,117.0,28.0,64.0,,,,
22,/Event/7441404981/7441435991,7441435991,AS,IN,C18,2023-03-11T07:51:00,2023-03-11T08:19:00,C17,7441404981,eng,Center-right,timesofindia.indiatimes.com,ChatGPT,Hindu,,,,,,,,,,,,,,,,,,,,,,
23,/Event/7441404981/7441435991/7443040345,7443040345,,,,2023-03-11T08:19:00,2023-03-12T13:05:00,,7441404981,eng,,tmz.com,,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,
24,/Event/7441404981/7441435991/7443947012,7443947012,AS,ID,C18,2023-03-11T08:19:00,2023-03-13T05:29:00,C18,7441404981,eng,,en.tempo.co,,Muslim,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,ASEAN,,,
25,/Event/7441404981/7441440109,7441440109,,,,2023-03-11T07:51:00,2023-03-11T08:23:00,,7441404981,eng,,chinadailyhk.com,,,,,,,,,,,,,,,,,,,,,,,,
26,/Event/7441404981/7441440109/7441547767,7441547767,,,,2023-03-11T08:23:00,2023-03-11T10:01:00,,7441404981,eng,,nampa.org,,,,,,,,,,,,,,,,,,,,,,,,
27,/Event/7441404981/7441440109/7441614281,7441614281,EU,UK,C4,2023-03-11T08:23:00,2023-03-11T11:01:00,C2,7441404981,eng,,mirror.co.uk,,Christian,,,,,,,,,,,,,,,,,,,,Eng,NATO,
28,/Event/7441404981/7441440109/7442166073,7442166073,,USA,C4,2023-03-11T08:23:00,2023-03-11T19:48:00,C2,7441404981,eng,,pressherald.com,,Christian,,,,,,,,,,,,,,,,,,,NAFTA,Eng,NATO,
29,/Event/7441404981/7441440109/7442546310,7442546310,AU,AU,C4,2023-03-11T08:23:00,2023-03-12T04:57:00,C2,7441404981,eng,Center-right-liberal,afr.com,ChatGPT,Christian,,,,,,,,,,,,,,,,,,,,Eng,,PIF
30,/Event/7441404981/7441440109/7447475292,7447475292,,USA,C4,2023-03-11T08:23:00,2023-03-15T03:47:00,C2,7441404981,eng,,ibtimes.co.in,,Christian,,,,,,,,,,,,,,,,,,,NAFTA,Eng,NATO,
31,/Event/7441404981/7441439953,7441439953,,,,2023-03-11T07:51:00,2023-03-11T08:23:00,,7441404981,eng,,chinadailyasia.com,,,,,,,,,,,,,,,,,,,,,,,,
32,/Event/7441404981/7441443588,7441443588,EU,UK,C4,2023-03-11T07:51:00,2023-03-11T08:26:00,C2,7441404981,eng,Center-left,dailymail.co.uk,ChatGPT,Christian,,,,,,,,,,,,,,,,,,,,Eng,NATO,
33,/Event/7441404981/7441443588/7441821972,7441821972,,,,2023-03-11T08:26:00,2023-03-11T14:05:00,,7441404981,eng,,rocketnews.com,,,15.0,14.0,10.0,15.0,34.0,89.0,69.0,10.0,9.0,51.0,12.0,66.0,22.0,17.0,35.0,21.0,15.0,35.0,,,,
34,/Event/7441404981/7441443588/7442020275,7442020275,,,,2023-03-11T08:26:00,2023-03-11T17:12:00,,7441404981,eng,,msn.com,,,15.0,14.0,10.0,15.0,34.0,89.0,69.0,10.0,9.0,51.0,12.0,66.0,22.0,17.0,35.0,21.0,15.0,35.0,,,,
35,/Event/7441404981/7441454586,7441454586,AS,SG,C18,2023-03-11T07:51:00,2023-03-11T08:36:00,C2,7441404981,eng,Center-right,straitstimes.com,ChatGPT,Buddhist,,,,,,,,,,,,,,,,,,,ASEAN,,,
36,/Event/7441404981/7441454725,7441454725,,USA,C4,2023-03-11T07:51:00,2023-03-11T08:36:00,C2,7441404981,eng,,nypost.com,,Christian,,,,,,,,,,,,,,,,,,,NAFTA,Eng,NATO,
37,/Event/7441404981/7441516391,7441516391,AS,IN,C18,2023-03-11T07:51:00,2023-03-11T09:32:00,C17,7441404981,eng,,hindustantimes.com,,Hindu,,,,,,,,,,,,,,,,,,,,,,
38,/Event/7441404981/7441522006,7441522006,AS,ID,C18,2023-03-11T07:51:00,2023-03-11T09:38:00,C18,7441404981,eng,,en.tempo.co,,Muslim,,,,,,,,,,,,,,,,,,,ASEAN,,,
39,/Event/7441404981/7441522006/7441671203,7441671203,AS,ID,C18,2023-03-11T09:38:00,2023-03-11T11:52:00,C18,7441404981,eng,,en.antaranews.com,,Muslim,58.0,89.0,53.0,57.0,87.0,14.0,38.0,65.0,98.0,62.0,65.0,46.0,77.0,95.0,78.0,78.0,42.0,48.0,ASEAN,,,
40,/Event/7441404981/7441522006/7441731242,7441731242,AS,PH,C18,2023-03-11T09:38:00,2023-03-11T12:43:00,C18,7441404981,eng,Center-right,manilatimes.net,ChatGPT,Christian,58.0,89.0,53.0,57.0,87.0,14.0,38.0,65.0,98.0,62.0,65.0,46.0,77.0,95.0,78.0,78.0,42.0,48.0,ASEAN,,,
41,/Event/7441404981/7441522006/7441736748,7441736748,,,,2023-03-11T09:38:00,2023-03-11T12:48:00,,7441404981,eng,,jatim.antaranews.com,,,58.0,89.0,53.0,57.0,87.0,14.0,38.0,65.0,98.0,62.0,65.0,46.0,77.0,95.0,78.0,78.0,42.0,48.0,,,,
42,/Event/7441404981/7441522006/7441763944,7441763944,EU,UK,C4,2023-03-11T09:38:00,2023-03-11T13:12:00,C2,7441404981,eng,,ladbible.com,,Christian,58.0,89.0,53.0,57.0,87.0,14.0,38.0,65.0,98.0,62.0,65.0,46.0,77.0,95.0,78.0,78.0,42.0,48.0,,Eng,NATO,
43,/Event/7441404981/7441522006/7441794291,7441794291,,,,2023-03-11T09:38:00,2023-03-11T13:40:00,,7441404981,eng,,english.news.cn,,,58.0,89.0,53.0,57.0,87.0,14.0,38.0,65.0,98.0,62.0,65.0,46.0,77.0,95.0,78.0,78.0,42.0,48.0,,,,
44,/Event/7441404981/7441522006/7441800095,7441800095,,,,2023-03-11T09:38:00,2023-03-11T14:00:00,,7441404981,eng,,bcointalk.com,,,58.0,89.0,53.0,57.0,87.0,14.0,38.0,65.0,98.0,62.0,65.0,46.0,77.0,95.0,78.0,78.0,42.0,48.0,,,,
45,/Event/7441404981/7441522006/7441933698,7441933698,,,,2023-03-11T09:38:00,2023-03-11T15:52:00,,7441404981,eng,,poandpo.com,,,58.0,89.0,53.0,57.0,87.0,14.0,38.0,65.0,98.0,62.0,65.0,46.0,77.0,95.0,78.0,78.0,42.0,48.0,,,,
46,/Event/7441404981/7441522006/7442050106,7442050106,,,,2023-03-11T09:38:00,2023-03-11T17:42:00,,7441404981,eng,,torontosun.com,,,58.0,89.0,53.0,57.0,87.0,14.0,38.0,65.0,98.0,62.0,65.0,46.0,77.0,95.0,78.0,78.0,42.0,48.0,,,,
47,/Event/7441404981/7441522006/7442631829,7442631829,AS,ID,C18,2023-03-11T09:38:00,2023-03-12T06:41:00,C18,7441404981,eng,,pikiran-rakyat.com,,Muslim,58.0,89.0,53.0,57.0,87.0,14.0,38.0,65.0,98.0,62.0,65.0,46.0,77.0,95.0,78.0,78.0,42.0,48.0,ASEAN,,,
48,/Event/7441404981/7441522006/7442688867,7442688867,AS,IN,C18,2023-03-11T09:38:00,2023-03-12T07:37:00,C17,7441404981,eng,,jagrantv.com,,Hindu,58.0,89.0,53.0,57.0,87.0,14.0,38.0,65.0,98.0,62.0,65.0,46.0,77.0,95.0,78.0,78.0,42.0,48.0,,,,
49,/Event/7441404981/7441522006/7442695692,7442695692,,,,2023-03-11T09:38:00,2023-03-12T07:44:00,,7441404981,eng,,thethaiger.com,,,58.0,89.0,53.0,57.0,87.0,14.0,38.0,65.0,98.0,62.0,65.0,46.0,77.0,95.0,78.0,78.0,42.0,48.0,,,,
50,/Event/7441404981/7441522006/7442833457,7442833457,AS,JO,C20,2023-03-11T09:38:00,2023-03-12T09:56:00,C15,7441404981,eng,,albawaba.com,,Muslim,58.0,89.0,53.0,57.0,87.0,14.0,38.0,65.0,98.0,62.0,65.0,46.0,77.0,95.0,78.0,78.0,42.0,48.0,,Ara,,AL
51,/Event/7441404981/7441522006/7443579940,7443579940,,,,2023-03-11T09:38:00,2023-03-12T22:21:00,,7441404981,eng,,complex.com,,,58.0,89.0,53.0,57.0,87.0,14.0,38.0,65.0,98.0,62.0,65.0,46.0,77.0,95.0,78.0,78.0,42.0,48.0,,,,
52,/Event/7441404981/7441522006/7443922433,7443922433,AS,IN,C18,2023-03-11T09:38:00,2023-03-13T05:06:00,C17,7441404981,eng,Center-right,timesofindia.indiatimes.com,ChatGPT,Hindu,58.0,89.0,53.0,57.0,87.0,14.0,38.0,65.0,98.0,62.0,65.0,46.0,77.0,95.0,78.0,78.0,42.0,48.0,,,,
53,/Event/7441404981/7441522006/7446592121,7446592121,AS,IN,C18,2023-03-11T09:38:00,2023-03-14T14:46:00,C17,7441404981,eng,,news18.com,,Hindu,58.0,89.0,53.0,57.0,87.0,14.0,38.0,65.0,98.0,62.0,65.0,46.0,77.0,95.0,78.0,78.0,42.0,48.0,,,,
54,/Event/7441404981/7441544838,7441544838,,,,2023-03-11T07:51:00,2023-03-11T10:00:00,,7441404981,eng,,sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,
55,/Event/7441404981/7441544838/7441960907,7441960907,,,,2023-03-11T10:00:00,2023-03-11T16:16:00,,7441404981,eng,,strangesounds.org,,,,,,,,,,,,,,,,,,,,,,,,
56,/Event/7441404981/7441544838/7443834173,7443834173,AS,ID,C18,2023-03-11T10:00:00,2023-03-13T03:33:00,C18,7441404981,eng,Center-left,thejakartapost.com,https:en.wikipedia.orgwikiThe_Jakarta_Post,Muslim,,,,,,,,,,,,,,,,,,,ASEAN,,,
57,/Event/7441404981/7441544838/7445300586,7445300586,,,,2023-03-11T10:00:00,2023-03-13T21:17:00,,7441404981,eng,,marca.com,,,,,,,,,,,,,,,,,,,,,,,,
58,/Event/7441404981/7441569543,7441569543,,,,2023-03-11T07:51:00,2023-03-11T10:19:00,,7441404981,eng,,clickorlando.com,,,,,,,,,,,,,,,,,,,,,,,,
59,/Event/7441404981/7441569543/7442284953,7442284953,,USA,C4,2023-03-11T10:19:00,2023-03-11T22:24:00,C2,7441404981,eng,,journalnow.com,,Christian,,,,,,,,,,,,,,,,,,,NAFTA,Eng,NATO,
60,/Event/7441404981/7441569543/7442291215,7442291215,,USA,C4,2023-03-11T10:19:00,2023-03-11T22:34:00,C2,7441404981,eng,,qctimes.com,,Christian,,,,,,,,,,,,,,,,,,,NAFTA,Eng,NATO,
61,/Event/7441404981/7441569543/7442291215/7442448942,7442448942,,,,2023-03-11T22:34:00,2023-03-12T02:36:00,,7441404981,eng,,journalstar.com,,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,,,,
62,/Event/7441404981/7441569543/7442300947,7442300947,AF,EG,C19,2023-03-11T10:19:00,2023-03-11T22:49:00,C5,7441404981,eng,,cairnspost.com.au,,Muslim,,,,,,,,,,,,,,,,,,,AfCFTA,Ara,,AU
63,/Event/7441404981/7441569543/7442301483,7442301483,,USA,C4,2023-03-11T10:19:00,2023-03-11T22:49:00,C2,7441404981,eng,,stltoday.com,,Christian,,,,,,,,,,,,,,,,,,,NAFTA,Eng,NATO,
64,/Event/7441404981/7441569543/7442321818,7442321818,,USA,C4,2023-03-11T10:19:00,2023-03-11T23:22:00,C2,7441404981,eng,,omaha.com,,Christian,,,,,,,,,,,,,,,,,,,NAFTA,Eng,NATO,
65,/Event/7441404981/7441569543/7442383784,7442383784,,USA,C4,2023-03-11T10:19:00,2023-03-12T00:51:00,C2,7441404981,eng,,wcfcourier.com,,Christian,,,,,,,,,,,,,,,,,,,NAFTA,Eng,NATO,
66,/Event/7441404981/7441569543/7442528684,7442528684,,USA,C4,2023-03-11T10:19:00,2023-03-12T04:33:00,C2,7441404981,eng,,pantagraph.com,,Christian,,,,,,,,,,,,,,,,,,,NAFTA,Eng,NATO,
67,/Event/7441404981/7441569543/7442528684/7442598260,7442598260,,USA,C4,2023-03-12T04:33:00,2023-03-12T06:03:00,C2,7441404981,eng,,lacrossetribune.com,,Christian,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,NAFTA,Eng,NATO,
68,/Event/7441404981/7441569543/7442643109,7442643109,,USA,C4,2023-03-11T10:19:00,2023-03-12T06:52:00,C2,7441404981,eng,,newsadvance.com,,Christian,,,,,,,,,,,,,,,,,,,NAFTA,Eng,NATO,
69,/Event/7441404981/7441569543/7442700126,7442700126,,USA,C4,2023-03-11T10:19:00,2023-03-12T07:51:00,C2,7441404981,eng,,dailyprogress.com,,Christian,,,,,,,,,,,,,,,,,,,NAFTA,Eng,NATO,
70,/Event/7441404981/7441569543/7443207830,7443207830,,USA,C4,2023-03-11T10:19:00,2023-03-12T15:38:00,C2,7441404981,eng,,missoulian.com,,Christian,,,,,,,,,,,,,,,,,,,NAFTA,Eng,NATO,
71,/Event/7441404981/7441569543/7443288740,7443288740,,,,2023-03-11T10:19:00,2023-03-12T16:55:00,,7441404981,eng,,muscatinejournal.com,,,,,,,,,,,,,,,,,,,,,,,,
72,/Event/7441404981/7441573918,7441573918,,,,2023-03-11T07:51:00,2023-03-11T10:23:00,,7441404981,eng,,nationalpost.com,,,,,,,,,,,,,,,,,,,,,,,,
73,/Event/7441404981/7441588491,7441588491,AS,TR,C14,2023-03-11T07:51:00,2023-03-11T10:37:00,C12,7441404981,eng,,dailysabah.com,,Muslim,,,,,,,,,,,,,,,,,,,,,NATO,
74,/Event/7441404981/7441588862,7441588862,EU,UK,C4,2023-03-11T07:51:00,2023-03-11T10:38:00,C2,7441404981,eng,Center-left,dailymail.co.uk,ChatGPT,Christian,,,,,,,,,,,,,,,,,,,,Eng,NATO,
75,/Event/7441404981/7441592022,7441592022,,GG,,2023-03-11T07:51:00,2023-03-11T10:40:00,,7441404981,eng,,guernseypress.com,,,,,,,,,,,,,,,,,,,,,,Spa,,
76,/Event/7441404981/7441594795,7441594795,,,,2023-03-11T07:51:00,2023-03-11T10:42:00,,7441404981,eng,,devdiscourse.com,,,,,,,,,,,,,,,,,,,,,,,,
77,/Event/7441404981/7441604659,7441604659,,,,2023-03-11T07:51:00,2023-03-11T10:51:00,,7441404981,eng,,rsoe-edis.org,,,,,,,,,,,,,,,,,,,,,,,,
78,/Event/7441404981/7441604618,7441604618,EU,IE,C4,2023-03-11T07:51:00,2023-03-11T10:52:00,C2,7441404981,eng,,irishexaminer.com,,Christian,,,,,,,,,,,,,,,,,,,EU,Eng,,
79,/Event/7441404981/7441613653,7441613653,,,,2023-03-11T07:51:00,2023-03-11T11:01:00,,7441404981,eng,,en.vietnamplus.vn,,,,,,,,,,,,,,,,,,,,,,,,
80,/Event/7441404981/7441625560,7441625560,AS,IN,C18,2023-03-11T07:51:00,2023-03-11T11:10:00,C17,7441404981,eng,Center-right,timesofindia.indiatimes.com,ChatGPT,Hindu,,,,,,,,,,,,,,,,,,,,,,
81,/Event/7441404981/7441629335,7441629335,AS,IN,C18,2023-03-11T07:51:00,2023-03-11T11:13:00,C17,7441404981,eng,,ndtv.com,,Hindu,,,,,,,,,,,,,,,,,,,,,,
82,/Event/7441404981/7441648058,7441648058,AS,QA,C19,2023-03-11T07:51:00,2023-03-11T11:29:00,C9,7441404981,eng,pro-Qatari-government-Arab-nationalist,aljazeera.com,ChatGPT,Muslim,,,,,,,,,,,,,,,,,,,,Ara,,AL
83,/Event/7441404981/7441654620,7441654620,,USA,C4,2023-03-11T07:51:00,2023-03-11T11:35:00,C2,7441404981,eng,Center-left,nbcnews.com,ChatGPT,Christian,,,,,,,,,,,,,,,,,,,NAFTA,Eng,NATO,
84,/Event/7441404981/7441664787,7441664787,AS,CN,C18,2023-03-11T07:51:00,2023-03-11T11:45:00,C9,7441404981,eng,Independent,scmp.com,ChatGPT,Irreligion,,,,,,,,,,,,,,,,,,,,,,
85,/Event/7441404981/7441687094,7441687094,AS,AE,C19,2023-03-11T07:51:00,2023-03-11T12:04:00,C9,7441404981,eng,Center,khaleejtimes.com,ChatGPT,Muslim,,,,,,,,,,,,,,,,,,,?,Ara,?,AL
86,/Event/7441404981/7441687355,7441687355,EU,DE,C5,2023-03-11T07:51:00,2023-03-11T12:05:00,C2,7441404981,eng,,dw.com,,Christian,,,,,,,,,,,,,,,,,,,EU,Ger,NATO,
87,/Event/7441404981/7441687549,7441687549,AS,ID,C18,2023-03-11T07:51:00,2023-03-11T12:05:00,C18,7441404981,eng,Center-left,thejakartapost.com,https:en.wikipedia.orgwikiThe_Jakarta_Post,Muslim,,,,,,,,,,,,,,,,,,,ASEAN,,,
88,/Event/7441404981/7441714752,7441714752,,,,2023-03-11T07:51:00,2023-03-11T12:28:00,,7441404981,eng,,dailyexpress.com.my,,,,,,,,,,,,,,,,,,,,,,,,
89,/Event/7441404981/7441738770,7441738770,EU,UK,C4,2023-03-11T07:51:00,2023-03-11T12:50:00,C2,7441404981,eng,,reuters.com,,Christian,,,,,,,,,,,,,,,,,,,,Eng,NATO,
90,/Event/7441404981/7441773205,7441773205,,,,2023-03-11T07:51:00,2023-03-11T13:20:00,,7441404981,eng,,abc.net.au,,,,,,,,,,,,,,,,,,,,,,,,
91,/Event/7441404981/7441773205/7442499154,7442499154,,USA,C4,2023-03-11T13:20:00,2023-03-12T03:56:00,C2,7441404981,eng,,napavalleyregister.com,,Christian,,,,,,,,,,,,,,,,,,,NAFTA,Eng,NATO,
92,/Event/7441404981/7441787416,7441787416,AS,AE,C19,2023-03-11T07:51:00,2023-03-11T13:34:00,C9,7441404981,eng,,gulftoday.ae,,Muslim,,,,,,,,,,,,,,,,,,,,Ara,,AL
93,/Event/7441404981/7441796637,7441796637,,,,2023-03-11T07:51:00,2023-03-11T13:42:00,,7441404981,eng,,oyetimes.com,,,,,,,,,,,,,,,,,,,,,,,,
94,/Event/7441404981/7441915734,7441915734,AS,IR,C20,2023-03-11T07:51:00,2023-03-11T15:34:00,C5,7441404981,eng,,en.mehrnews.com,,Muslim,,,,,,,,,,,,,,,,,,,,,,
95,/Event/7441404981/7441931156,7441931156,AS,LK,C17,2023-03-11T07:51:00,2023-03-11T15:50:00,C18,7441404981,eng,Center,island.lk,ChatGPT,Buddhist,,,,,,,,,,,,,,,,,,,,,,
96,/Event/7441404981/7441931156/7445813370,7445813370,,,,2023-03-11T15:50:00,2023-03-14T06:40:00,,7441404981,eng,,theglobalherald.com,,,128.0,70.0,74.0,78.0,47.0,35.0,0.0,90.0,104.0,45.0,97.0,10.0,58.0,96.0,80.0,134.0,71.0,45.0,,,,
97,/Event/7441404981/7441966134,7441966134,,USA,C4,2023-03-11T07:51:00,2023-03-11T16:21:00,C2,7441404981,eng,,bloomberg.com,,Christian,,,,,,,,,,,,,,,,,,,NAFTA,Eng,NATO,
98,/Event/7441404981/7441971724,7441971724,,,,2023-03-11T07:51:00,2023-03-11T16:28:00,,7441404981,eng,,devdiscourse.com,,,,,,,,,,,,,,,,,,,,,,,,
99,/Event/7441404981/7441971899,7441971899,,,,2023-03-11T07:51:00,2023-03-11T16:29:00,,7441404981,eng,,theglobalherald.com,,,,,,,,,,,,,,,,,,,,,,,,
100,/Event/7441404981/7442008704,7442008704,AS,IN,C18,2023-03-11T07:51:00,2023-03-11T17:02:00,C17,7441404981,eng,,deccanherald.com,,Hindu,,,,,,,,,,,,,,,,,,,,,,
101,/Event/7441404981/7442032006,7442032006,,,,2023-03-11T07:51:00,2023-03-11T17:24:00,,7441404981,eng,,bobrtimes.com,,,,,,,,,,,,,,,,,,,,,,,,
102,/Event/7441404981/7442060405,7442060405,AU,NZ,C4,2023-03-11T07:51:00,2023-03-11T17:53:00,C2,7441404981,eng,Center-left,stuff.co.nz,ChatGPT,Irreligion,,,,,,,,,,,,,,,,,,,,Eng,,PIF
103,/Event/7441404981/7442076565,7442076565,,,,2023-03-11T07:51:00,2023-03-11T18:12:00,,7441404981,eng,,theglobalherald.com,,,,,,,,,,,,,,,,,,,,,,,,
104,/Event/7441404981/7442192308,7442192308,EU,UK,C4,2023-03-11T07:51:00,2023-03-11T20:20:00,C2,7441404981,eng,Conservative-Populism-Euroscepticism,thescottishsun.co.uk,https:en.wikipedia.orgwikiThe_Sun_(United_Kingdom),Christian,,,,,,,,,,,,,,,,,,,,Eng,NATO,
