,path,name,continent,country,culture,dateFrom,dateTo,economic,group,lang,polalign,source,url,EconomicQuality,Education,EnterpriseConditions,Governance,Health,Individualism,Indulgence,InvestmentEnvironment,LivingConditions,LongTermOrientation,MarketAccessandInfrastructure,Masculinity,NaturalEnvironment,PersonalFreedom,PowerDistance,SafetyandSecurity,SocialCapital,UncertaintyAvoidance,linguisticblocs,militarydefenseblocs,religions,politicalregionalblocs,economicblocs
10,/Event/7440345427/7440451821/7441586185/7442131353,7442131353,,,,2023-03-11T10:34:00,2023-03-11T19:08:00,,7440345427,eng,,rocketnews.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
11,/Event/7440345427/7440451821/7441586185/7442238935,7442238935,,,,2023-03-11T10:34:00,2023-03-11T21:21:00,,7440345427,eng,,wishtv.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
12,/Event/7440345427/7440451821/7441586185/7442255848,7442255848,,USA,C4,2023-03-11T10:34:00,2023-03-11T21:45:00,C2,7440345427,eng,,keyt.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Eng,NATO,Christian,,NAFTA
13,/Event/7440345427/7440451821/7441586185/7442262521,7442262521,,,,2023-03-11T10:34:00,2023-03-11T21:54:00,,7440345427,eng,,ca.sports.yahoo.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
14,/Event/7440345427/7440451821/7441586185/7442433731,7442433731,,,,2023-03-11T10:34:00,2023-03-12T02:10:00,,7440345427,eng,,clickorlando.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
15,/Event/7440345427/7440451821/7441586185/7442433731/7442443504,7442443504,,USA,C4,2023-03-12T02:10:00,2023-03-12T02:26:00,C2,7440345427,eng,,siouxcityjournal.com,,,,,,,,,,,,,,,,,,,,Eng,NATO,Christian,,NAFTA
16,/Event/7440345427/7440451821/7441586185/7442435045,7442435045,,USA,C4,2023-03-11T10:34:00,2023-03-12T02:12:00,C2,7440345427,eng,,timesunion.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Eng,NATO,Christian,,NAFTA
17,/Event/7440345427/7440451821/7441586185/7442436152,7442436152,,USA,C4,2023-03-11T10:34:00,2023-03-12T02:15:00,C2,7440345427,eng,,wtop.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Eng,NATO,Christian,,NAFTA
18,/Event/7440345427/7440451821/7441586185/7442438146,7442438146,,USA,C4,2023-03-11T10:34:00,2023-03-12T02:18:00,C2,7440345427,eng,,edition.cnn.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Eng,NATO,Christian,,NAFTA
19,/Event/7440345427/7440451821/7441586185/7442440468,7442440468,,USA,C4,2023-03-11T10:34:00,2023-03-12T02:23:00,C2,7440345427,eng,,spacenews.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Eng,NATO,Christian,,NAFTA
20,/Event/7440345427/7440451821/7441586185/7442441804,7442441804,AS,IN,C18,2023-03-11T10:34:00,2023-03-12T02:24:00,C17,7440345427,eng,,thehindu.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,Hindu,,
21,/Event/7440345427/7440451821/7441586185/7442443524,7442443524,,USA,C4,2023-03-11T10:34:00,2023-03-12T02:26:00,C2,7440345427,eng,,npr.org,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Eng,NATO,Christian,,NAFTA
22,/Event/7440345427/7440451821/7441586185/7442445937,7442445937,AS,IN,C18,2023-03-11T10:34:00,2023-03-12T02:31:00,C17,7440345427,eng,,hindustantimes.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,Hindu,,
23,/Event/7440345427/7440451821/7441586185/7442446116,7442446116,,,,2023-03-11T10:34:00,2023-03-12T02:32:00,,7440345427,eng,,devdiscourse.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
24,/Event/7440345427/7440451821/7441586185/7442447089,7442447089,,USA,C4,2023-03-11T10:34:00,2023-03-12T02:32:00,C2,7440345427,eng,,dothaneagle.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Eng,NATO,Christian,,NAFTA
25,/Event/7440345427/7440451821/7441586185/7442448181,7442448181,AU,AU,C4,2023-03-11T10:34:00,2023-03-12T02:34:00,C2,7440345427,eng,,au.news.yahoo.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Eng,,Christian,PIF,
26,/Event/7440345427/7440451821/7441586185/7442446353,7442446353,,,,2023-03-11T10:34:00,2023-03-12T02:35:00,,7440345427,eng,,sports.yahoo.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
27,/Event/7440345427/7440451821/7441586185/7442445024,7442445024,EU,UK,C4,2023-03-11T10:34:00,2023-03-12T02:35:00,C2,7440345427,eng,Center-left,dailymail.co.uk,ChatGPT,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Eng,NATO,Christian,,
28,/Event/7440345427/7440451821/7441586185/7442449995,7442449995,,,,2023-03-11T10:34:00,2023-03-12T02:38:00,,7440345427,eng,,nampa.org,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
29,/Event/7440345427/7440451821/7441586185/7442451494,7442451494,,,,2023-03-11T10:34:00,2023-03-12T02:40:00,,7440345427,eng,,torontosun.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
30,/Event/7440345427/7440451821/7441586185/7442453446,7442453446,,USA,C4,2023-03-11T10:34:00,2023-03-12T02:43:00,C2,7440345427,eng,,floridatoday.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Eng,NATO,Christian,,NAFTA
31,/Event/7440345427/7440451821/7441586185/7442454695,7442454695,AS,IN,C18,2023-03-11T10:34:00,2023-03-12T02:45:00,C17,7440345427,eng,Independent,pragativadi.com,https:en.wikipedia.orgwikiPragativadi,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,Hindu,,
32,/Event/7440345427/7440451821/7441586185/7442454695/7443107741,7443107741,,,,2023-03-12T02:45:00,2023-03-12T14:06:00,,7440345427,eng,,mooresvilletribune.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
33,/Event/7440345427/7440451821/7441586185/7442459263,7442459263,,,,2023-03-11T10:34:00,2023-03-12T02:52:00,,7440345427,eng,,wfla.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
34,/Event/7440345427/7440451821/7441586185/7442461056,7442461056,AS,PH,C18,2023-03-11T10:34:00,2023-03-12T02:55:00,C18,7440345427,eng,Center-right-populist,tribune.net.ph,https:en.wikipedia.orgwikiDaily_Tribune_(Philippines),89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,Christian,,ASEAN
35,/Event/7440345427/7440451821/7441586185/7442465746,7442465746,,,,2023-03-11T10:34:00,2023-03-12T03:02:00,,7440345427,eng,,tass.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
36,/Event/7440345427/7440451821/7441586185/7442466682,7442466682,AS,PH,C18,2023-03-11T10:34:00,2023-03-12T03:03:00,C18,7440345427,eng,Center-right,manilatimes.net,ChatGPT,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,Christian,,ASEAN
37,/Event/7440345427/7440451821/7441586185/7442475617,7442475617,AU,AU,C4,2023-03-11T10:34:00,2023-03-12T03:16:00,C2,7440345427,eng,Center-left-liberal,smh.com.au,ChatGPT,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Eng,,Christian,PIF,
38,/Event/7440345427/7440451821/7441586185/7442476299,7442476299,,USA,C4,2023-03-11T10:34:00,2023-03-12T03:17:00,C2,7440345427,eng,Center-left,cbsnews.com,ChatGPT,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Eng,NATO,Christian,,NAFTA
39,/Event/7440345427/7440451821/7441586185/7442477931,7442477931,,USA,C4,2023-03-11T10:34:00,2023-03-12T03:19:00,C2,7440345427,eng,,keyt.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Eng,NATO,Christian,,NAFTA
40,/Event/7440345427/7440451821/7441586185/7442478004,7442478004,,,,2023-03-11T10:34:00,2023-03-12T03:20:00,,7440345427,eng,,castanet.net,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
41,/Event/7440345427/7440451821/7441586185/7442477457,7442477457,AS,AE,C19,2023-03-11T10:34:00,2023-03-12T03:21:00,C9,7440345427,eng,,gulfnews.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Ara,,Muslim,AL,
42,/Event/7440345427/7440451821/7441586185/7442486176,7442486176,AS,BD,C20,2023-03-11T10:34:00,2023-03-12T03:34:00,C5,7440345427,eng,,bssnews.net,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,Muslim,,
43,/Event/7440345427/7440451821/7441586185/7442488192,7442488192,,,,2023-03-11T10:34:00,2023-03-12T03:37:00,,7440345427,eng,,devdiscourse.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
44,/Event/7440345427/7440451821/7441586185/7442489868,7442489868,EU,UK,C4,2023-03-11T10:34:00,2023-03-12T03:39:00,C2,7440345427,eng,Conservative,shropshirestar.com,https:en.wikipedia.orgwikiShropshire_Star,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Eng,NATO,Christian,,
45,/Event/7440345427/7440451821/7441586185/7442490389,7442490389,,,,2023-03-11T10:34:00,2023-03-12T03:40:00,,7440345427,eng,,moneycontrol.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
46,/Event/7440345427/7440451821/7441586185/7442494677,7442494677,EU,IE,C4,2023-03-11T10:34:00,2023-03-12T03:49:00,C2,7440345427,eng,,independent.ie,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Eng,,Christian,,EU
47,/Event/7440345427/7440451821/7441586185/7442496116,7442496116,,GG,,2023-03-11T10:34:00,2023-03-12T03:50:00,,7440345427,eng,,guernseypress.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Spa,,,,
48,/Event/7440345427/7440451821/7441586185/7442498264,7442498264,,,,2023-03-11T10:34:00,2023-03-12T03:52:00,,7440345427,eng,,wsvn.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
49,/Event/7440345427/7440451821/7441586185/7442505718,7442505718,AS,CN,C18,2023-03-11T10:34:00,2023-03-12T04:03:00,C9,7440345427,eng,Independent,scmp.com,ChatGPT,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,Irreligion,,
50,/Event/7440345427/7440451821/7441586185/7442498525,7442498525,,USA,C4,2023-03-11T10:34:00,2023-03-12T04:04:00,C2,7440345427,eng,,eagletribune.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Eng,NATO,Christian,,NAFTA
51,/Event/7440345427/7440451821/7441586185/7442520608,7442520608,,,,2023-03-11T10:34:00,2023-03-12T04:22:00,,7440345427,eng,,bobrtimes.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
52,/Event/7440345427/7440451821/7441586185/7442531979,7442531979,AS,AE,C19,2023-03-11T10:34:00,2023-03-12T04:37:00,C9,7440345427,eng,Center,khaleejtimes.com,ChatGPT,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Ara,?,Muslim,AL,?
53,/Event/7440345427/7440451821/7441586185/7442548044,7442548044,AS,IN,C18,2023-03-11T10:34:00,2023-03-12T05:00:00,C17,7440345427,eng,,news18.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,Hindu,,
54,/Event/7440345427/7440451821/7441586185/7442553107,7442553107,,,,2023-03-11T10:34:00,2023-03-12T05:06:00,,7440345427,eng,,canindia.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
55,/Event/7440345427/7440451821/7441586185/7442561738,7442561738,,,,2023-03-11T10:34:00,2023-03-12T05:16:00,,7440345427,eng,,spacecoastdaily.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
56,/Event/7440345427/7440451821/7441586185/7442571099,7442571099,,,,2023-03-11T10:34:00,2023-03-12T05:27:00,,7440345427,eng,,newsbytesapp.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
57,/Event/7440345427/7440451821/7441586185/7442580784,7442580784,AS,SA,C15,2023-03-11T10:34:00,2023-03-12T05:40:00,C9,7440345427,eng,,english.alarabiya.net,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Ara,,Muslim,AL,
58,/Event/7440345427/7440451821/7441586185/7442584995,7442584995,,,,2023-03-11T10:34:00,2023-03-12T05:45:00,,7440345427,eng,,nampa.org,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
59,/Event/7440345427/7440451821/7441586185/7442607283,7442607283,,,,2023-03-11T10:34:00,2023-03-12T06:12:00,,7440345427,eng,,laprensalatina.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
60,/Event/7440345427/7440451821/7441586185/7442611742,7442611742,,,,2023-03-11T10:34:00,2023-03-12T06:17:00,,7440345427,eng,,japannews.yomiuri.co.jp,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
61,/Event/7440345427/7440451821/7441586185/7442629422,7442629422,,,,2023-03-11T10:34:00,2023-03-12T06:38:00,,7440345427,eng,,northernirelandnews.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
62,/Event/7440345427/7440451821/7441586185/7442641464,7442641464,,,,2023-03-11T10:34:00,2023-03-12T06:50:00,,7440345427,eng,,tech.hindustantimes.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
63,/Event/7440345427/7440451821/7441586185/7442650130,7442650130,,,,2023-03-11T10:34:00,2023-03-12T07:00:00,,7440345427,eng,,india.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
64,/Event/7440345427/7440451821/7441586185/7442662513,7442662513,,,,2023-03-11T10:34:00,2023-03-12T07:15:00,,7440345427,eng,,todayheadline.co,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
65,/Event/7440345427/7440451821/7441586185/7442767026,7442767026,,USA,C4,2023-03-11T10:34:00,2023-03-12T08:54:00,C2,7440345427,eng,,markets.businessinsider.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Eng,NATO,Christian,,NAFTA
66,/Event/7440345427/7440451821/7441586185/7442782788,7442782788,,,,2023-03-11T10:34:00,2023-03-12T09:08:00,,7440345427,eng,,abc57.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
67,/Event/7440345427/7440451821/7441586185/7442785236,7442785236,,USA,C4,2023-03-11T10:34:00,2023-03-12T09:10:00,C2,7440345427,eng,,pantagraph.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Eng,NATO,Christian,,NAFTA
68,/Event/7440345427/7440451821/7441586185/7442792855,7442792855,,,,2023-03-11T10:34:00,2023-03-12T09:17:00,,7440345427,eng,,spacedaily.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
69,/Event/7440345427/7440451821/7441586185/7442879959,7442879959,AS,IN,C18,2023-03-11T10:34:00,2023-03-12T10:38:00,C17,7440345427,eng,,ndtv.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,Hindu,,
70,/Event/7440345427/7440451821/7441586185/7442890098,7442890098,,,,2023-03-11T10:34:00,2023-03-12T10:49:00,,7440345427,eng,,exbulletin.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
71,/Event/7440345427/7440451821/7441586185/7442919323,7442919323,EU,UK,C4,2023-03-11T10:34:00,2023-03-12T11:13:00,C2,7440345427,eng,Center-left,thesun.co.uk,ChatGPT,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Eng,NATO,Christian,,
72,/Event/7440345427/7440451821/7441586185/7442931167,7442931167,,,,2023-03-11T10:34:00,2023-03-12T11:23:00,,7440345427,eng,,manilastandard.net,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
73,/Event/7440345427/7440451821/7441586185/7442995950,7442995950,,,,2023-03-11T10:34:00,2023-03-12T12:22:00,,7440345427,eng,,kiro7.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
74,/Event/7440345427/7440451821/7441586185/7443029460,7443029460,AS,AE,C19,2023-03-11T10:34:00,2023-03-12T12:55:00,C9,7440345427,eng,,gulfnews.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Ara,,Muslim,AL,
75,/Event/7440345427/7440451821/7441586185/7443073690,7443073690,,,,2023-03-11T10:34:00,2023-03-12T13:34:00,,7440345427,eng,,foxbusiness.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
76,/Event/7440345427/7440451821/7441586185/7443171434,7443171434,,,,2023-03-11T10:34:00,2023-03-12T15:03:00,,7440345427,eng,,sputniknews.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
77,/Event/7440345427/7440451821/7441586185/7443263554,7443263554,,USA,C4,2023-03-11T10:34:00,2023-03-12T16:30:00,C2,7440345427,eng,,pbs.org,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Eng,NATO,Christian,,NAFTA
78,/Event/7440345427/7440451821/7441586185/7443373701,7443373701,,,,2023-03-11T10:34:00,2023-03-12T18:20:00,,7440345427,eng,,digitaltrends.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
79,/Event/7440345427/7440451821/7441586185/7443390168,7443390168,,USA,C4,2023-03-11T10:34:00,2023-03-12T18:44:00,C2,7440345427,eng,,rare.us,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Eng,NATO,Christian,,NAFTA
80,/Event/7440345427/7440451821/7441586185/7443412528,7443412528,AU,NZ,C4,2023-03-11T10:34:00,2023-03-12T19:01:00,C2,7440345427,eng,Center-left,stuff.co.nz,ChatGPT,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Eng,,Irreligion,PIF,
81,/Event/7440345427/7440451821/7441586185/7443425151,7443425151,,,,2023-03-11T10:34:00,2023-03-12T19:16:00,,7440345427,eng,,news.yahoo.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
82,/Event/7440345427/7440451821/7441586185/7443517809,7443517809,,USA,C4,2023-03-11T10:34:00,2023-03-12T21:03:00,C2,7440345427,eng,,mynorthwest.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Eng,NATO,Christian,,NAFTA
