,path,name,continent,country,culture,dateFrom,dateTo,economic,group,lang,polalign,source,url,EconomicQuality,Education,EnterpriseConditions,Governance,Health,Individualism,Indulgence,InvestmentEnvironment,LivingConditions,LongTermOrientation,MarketAccessandInfrastructure,Masculinity,NaturalEnvironment,PersonalFreedom,PowerDistance,SafetyandSecurity,SocialCapital,UncertaintyAvoidance,economicblocs,linguisticblocs,militarydefenseblocs,religions,politicalregionalblocs
12,/Event/323423507/323507934/323648096,323648096,AS,RU,C16,2015-10-18T20:16:00,2015-10-19T12:21:00,C12,323423507,deu,,de.sputniknews.com,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,,,CSTO,Christian,CIS
13,/Event/323423507/323429695,323429695,,,,2015-10-18T20:10:00,2015-10-18T21:04:00,,323423507,eng,,newsnet5.com,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,,,,,
14,/Event/323423507/323429695/323452573,323452573,,CA,C4,2015-10-18T21:04:00,2015-10-18T23:10:00,C2,323423507,eng,,agoramagazine.it,,,,,,,,,,,,,,,,,,,,NAFTA,Eng,NATO,Christian,
15,/Event/323423507/323429695/323504886,323504886,EU,BE,C14,2015-10-18T21:04:00,2015-10-19T04:04:00,C2,323423507,deu,,grenzecho.net,,,,,,,,,,,,,,,,,,,,EU,Fre,,Christian,
16,/Event/323423507/323429695/323504886/323578223,323578223,EU,DE,C5,2015-10-19T04:04:00,2015-10-19T04:50:00,C2,323423507,deu,,sueddeutsche.de,,27.0,15.0,25.0,16.0,18.0,75.0,57.0,11.0,18.0,82.0,17.0,54.0,35.0,10.0,65.0,30.0,23.0,94.0,EU,Ger,NATO,Christian,
17,/Event/323423507/323429695/323504886/323578223/323578220,323578220,,,,2015-10-19T04:50:00,2015-10-19T06:18:00,,323423507,deu,,spiegel.de,,11.0,19.0,6.0,9.0,13.0,67.0,40.0,21.0,8.0,83.0,5.0,66.0,12.0,9.0,35.0,19.0,20.0,65.0,,,,,
18,/Event/323423507/323429695/323504886/323536399,323536399,,,,2015-10-19T04:04:00,2015-10-19T06:21:00,,323423507,deu,,hna.de,,27.0,15.0,25.0,16.0,18.0,75.0,57.0,11.0,18.0,82.0,17.0,54.0,35.0,10.0,65.0,30.0,23.0,94.0,,,,,
19,/Event/323423507/323429695/323504886/323563488,323563488,,,,2015-10-19T04:04:00,2015-10-19T07:04:00,,323423507,deu,,taz.de,,27.0,15.0,25.0,16.0,18.0,75.0,57.0,11.0,18.0,82.0,17.0,54.0,35.0,10.0,65.0,30.0,23.0,94.0,,,,,
20,/Event/323423507/323429695/323600016,323600016,,USA,C4,2015-10-18T21:04:00,2015-10-19T07:22:00,C2,323423507,eng,Center-left,nytimes.com,ChatGPT,,,,,,,,,,,,,,,,,,,NAFTA,Eng,NATO,Christian,
21,/Event/323423507/323429695/323571720,323571720,,USA,C4,2015-10-18T21:04:00,2015-10-19T07:24:00,C2,323423507,eng,,mysanantonio.com,,,,,,,,,,,,,,,,,,,,NAFTA,Eng,NATO,Christian,
22,/Event/323423507/323429695/323571720/323587353,323587353,,,,2015-10-19T07:24:00,2015-10-19T07:46:00,,323423507,eng,,thestandard.com.hk,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,,,,,
23,/Event/323423507/323429695/323612380,323612380,EU,UK,C4,2015-10-18T21:04:00,2015-10-19T10:37:00,C2,323423507,eng,,news.sky.com,,,,,,,,,,,,,,,,,,,,,Eng,NATO,Christian,
24,/Event/323423507/323429695/323637317,323637317,EU,RS,C16,2015-10-18T21:04:00,2015-10-19T10:48:00,C4,323423507,eng,,b92.net,,,,,,,,,,,,,,,,,,,,,,,Christian,
25,/Event/323423507/323429695/323731720,323731720,,,,2015-10-18T21:04:00,2015-10-19T16:06:00,,323423507,deu,,text.derstandard.at,,,,,,,,,,,,,,,,,,,,,,,,
26,/Event/323423507/323429695/323826628,323826628,,,,2015-10-18T21:04:00,2015-10-19T17:58:00,,323423507,deu,,br.de,,,,,,,,,,,,,,,,,,,,,,,,
27,/Event/323423507/323429695/324259921,324259921,EU,FR,C14,2015-10-18T21:04:00,2015-10-20T13:12:00,C2,323423507,deu,,europeonline-magazine.eu,,,,,,,,,,,,,,,,,,,,EU,Fre,NATO,Christian,
28,/Event/323423507/323429695/324621220,324621220,EU,AT,C5,2015-10-18T21:04:00,2015-10-21T15:37:00,C2,323423507,deu,Liberal,derstandard.at,ChatGPT,,,,,,,,,,,,,,,,,,,EU,Ger,,Christian,
29,/Event/323423507/323429695/324599190,324599190,,,,2015-10-18T21:04:00,2015-10-21T15:58:00,,323423507,deu,,text.derstandard.at,,,,,,,,,,,,,,,,,,,,,,,,
30,/Event/323423507/323430277,323430277,,CA,C4,2015-10-18T20:10:00,2015-10-18T21:15:00,C2,323423507,eng,,cbc.ca,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,NAFTA,Eng,NATO,Christian,
31,/Event/323423507/323430277/323545011,323545011,,,,2015-10-18T21:15:00,2015-10-19T06:44:00,,323423507,deu,,oltnertagblatt.ch,,32.0,17.0,13.0,12.0,32.0,80.0,68.0,13.0,13.0,36.0,15.0,52.0,20.0,14.0,39.0,18.0,10.0,48.0,,,,,
32,/Event/323423507/323430277/323547808,323547808,EU,DE,C5,2015-10-18T21:15:00,2015-10-19T07:15:00,C2,323423507,deu,,lr-online.de,,32.0,17.0,13.0,12.0,32.0,80.0,68.0,13.0,13.0,36.0,15.0,52.0,20.0,14.0,39.0,18.0,10.0,48.0,EU,Ger,NATO,Christian,
33,/Event/323423507/323430277/323629994,323629994,EU,AT,C5,2015-10-18T21:15:00,2015-10-19T10:35:00,C2,323423507,deu,Populist,krone.at,ChatGPT,32.0,17.0,13.0,12.0,32.0,80.0,68.0,13.0,13.0,36.0,15.0,52.0,20.0,14.0,39.0,18.0,10.0,48.0,EU,Ger,,Christian,
34,/Event/323423507/323430277/323750112,323750112,EU,DE,C5,2015-10-18T21:15:00,2015-10-19T13:57:00,C2,323423507,deu,,nwzonline.de,,32.0,17.0,13.0,12.0,32.0,80.0,68.0,13.0,13.0,36.0,15.0,52.0,20.0,14.0,39.0,18.0,10.0,48.0,EU,Ger,NATO,Christian,
35,/Event/323423507/323430277/323778386,323778386,EU,CH,C5,2015-10-18T21:15:00,2015-10-19T14:14:00,C2,323423507,deu,Center-right-liberal,nzz.ch,ChatGPT,32.0,17.0,13.0,12.0,32.0,80.0,68.0,13.0,13.0,36.0,15.0,52.0,20.0,14.0,39.0,18.0,10.0,48.0,,Fre,,Christian,
36,/Event/323423507/323430277/323719332,323719332,EU,AT,C5,2015-10-18T21:15:00,2015-10-19T15:23:00,C2,323423507,deu,Conservative,diepresse.com,ChatGPT,32.0,17.0,13.0,12.0,32.0,80.0,68.0,13.0,13.0,36.0,15.0,52.0,20.0,14.0,39.0,18.0,10.0,48.0,EU,Ger,,Christian,
37,/Event/323423507/323430277/324259924,324259924,EU,AT,C5,2015-10-18T21:15:00,2015-10-20T18:41:00,C2,323423507,deu,Government-owned,wienerzeitung.at,ChatGPT,32.0,17.0,13.0,12.0,32.0,80.0,68.0,13.0,13.0,36.0,15.0,52.0,20.0,14.0,39.0,18.0,10.0,48.0,EU,Ger,,Christian,
38,/Event/323423507/323430277/324281978,324281978,EU,CH,C5,2015-10-18T21:15:00,2015-10-20T19:35:00,C2,323423507,deu,Center-left-liberal,tagesanzeiger.ch,ChatGPT,32.0,17.0,13.0,12.0,32.0,80.0,68.0,13.0,13.0,36.0,15.0,52.0,20.0,14.0,39.0,18.0,10.0,48.0,,Fre,,Christian,
39,/Event/323423507/323430277/324336444,324336444,EU,AT,C5,2015-10-18T21:15:00,2015-10-21T02:20:00,C2,323423507,deu,Conservative,kleinezeitung.at,ChatGPT,32.0,17.0,13.0,12.0,32.0,80.0,68.0,13.0,13.0,36.0,15.0,52.0,20.0,14.0,39.0,18.0,10.0,48.0,EU,Ger,,Christian,
40,/Event/323423507/323440603,323440603,,USA,C4,2015-10-18T20:10:00,2015-10-18T21:52:00,C2,323423507,eng,,ocregister.com,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,NAFTA,Eng,NATO,Christian,
41,/Event/323423507/323440603/323749952,323749952,,,,2015-10-18T21:52:00,2015-10-19T13:55:00,,323423507,deu,,heise.de,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,,,,,
42,/Event/323423507/323440603/324828771,324828771,,,,2015-10-18T21:52:00,2015-10-22T02:40:00,,323423507,deu,,wsws.org,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,,,,,
43,/Event/323423507/323449929,323449929,AS,CN,C18,2015-10-18T20:10:00,2015-10-18T22:56:00,C9,323423507,eng,,macaudailytimes.com.mo,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,,,,Irreligion,
44,/Event/323423507/323453787,323453787,EU,DE,C5,2015-10-18T20:10:00,2015-10-18T23:12:00,C2,323423507,eng,,dw.com,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,EU,Ger,NATO,Christian,
45,/Event/323423507/323453787/323500283,323500283,AS,IN,C18,2015-10-18T23:12:00,2015-10-19T03:47:00,C17,323423507,eng,,thehansindia.com,,11.0,19.0,6.0,9.0,13.0,67.0,40.0,21.0,8.0,83.0,5.0,66.0,12.0,9.0,35.0,19.0,20.0,65.0,,,,Hindu,
46,/Event/323423507/323453787/323510728,323510728,EU,AT,C5,2015-10-18T23:12:00,2015-10-19T04:35:00,C2,323423507,deu,Liberal,derstandard.at,ChatGPT,11.0,19.0,6.0,9.0,13.0,67.0,40.0,21.0,8.0,83.0,5.0,66.0,12.0,9.0,35.0,19.0,20.0,65.0,EU,Ger,,Christian,
47,/Event/323423507/323453787/323517365,323517365,EU,AT,C5,2015-10-18T23:12:00,2015-10-19T05:11:00,C2,323423507,deu,Conservative,kleinezeitung.at,ChatGPT,11.0,19.0,6.0,9.0,13.0,67.0,40.0,21.0,8.0,83.0,5.0,66.0,12.0,9.0,35.0,19.0,20.0,65.0,EU,Ger,,Christian,
48,/Event/323423507/323453787/323517365/323547813,323547813,EU,DE,C5,2015-10-19T05:11:00,2015-10-19T07:15:00,C2,323423507,deu,,lr-online.de,,25.0,22.0,19.0,14.0,22.0,55.0,63.0,16.0,21.0,60.0,14.0,79.0,7.0,15.0,11.0,12.0,14.0,70.0,EU,Ger,NATO,Christian,
49,/Event/323423507/323453787/323517365/324869750,324869750,,,,2015-10-19T05:11:00,2015-10-22T05:36:00,,323423507,deu,,nachrichten.at,,25.0,22.0,19.0,14.0,22.0,55.0,63.0,16.0,21.0,60.0,14.0,79.0,7.0,15.0,11.0,12.0,14.0,70.0,,,,,
50,/Event/323423507/323453787/323547063,323547063,,,,2015-10-18T23:12:00,2015-10-19T06:28:00,,323423507,deu,,giessener-allgemeine.de,,11.0,19.0,6.0,9.0,13.0,67.0,40.0,21.0,8.0,83.0,5.0,66.0,12.0,9.0,35.0,19.0,20.0,65.0,,,,,
51,/Event/323423507/323453787/323546397,323546397,EU,DE-AT-CH,,2015-10-18T23:12:00,2015-10-19T06:29:00,,323423507,deu,,n24.de,,11.0,19.0,6.0,9.0,13.0,67.0,40.0,21.0,8.0,83.0,5.0,66.0,12.0,9.0,35.0,19.0,20.0,65.0,EU,Ger,NATO,Christian,
52,/Event/323423507/323453787/323544138,323544138,AS,IN,C18,2015-10-18T23:12:00,2015-10-19T06:38:00,C17,323423507,eng,Center-left,zeenews.india.com,ChatGPT,11.0,19.0,6.0,9.0,13.0,67.0,40.0,21.0,8.0,83.0,5.0,66.0,12.0,9.0,35.0,19.0,20.0,65.0,,,,Hindu,
53,/Event/323423507/323453787/323544398,323544398,EU,CH,C5,2015-10-18T23:12:00,2015-10-19T06:41:00,C2,323423507,deu,,tagblatt.ch,,11.0,19.0,6.0,9.0,13.0,67.0,40.0,21.0,8.0,83.0,5.0,66.0,12.0,9.0,35.0,19.0,20.0,65.0,,Fre,,Christian,
54,/Event/323423507/323453787/323558404,323558404,,,,2015-10-18T23:12:00,2015-10-19T07:51:00,,323423507,eng,,middle-east-online.com,,11.0,19.0,6.0,9.0,13.0,67.0,40.0,21.0,8.0,83.0,5.0,66.0,12.0,9.0,35.0,19.0,20.0,65.0,,,,,
55,/Event/323423507/323453787/323584293,323584293,,,,2015-10-18T23:12:00,2015-10-19T09:14:00,,323423507,deu,,donaukurier.de,,11.0,19.0,6.0,9.0,13.0,67.0,40.0,21.0,8.0,83.0,5.0,66.0,12.0,9.0,35.0,19.0,20.0,65.0,,,,,
56,/Event/323423507/323453787/323600827,323600827,,,,2015-10-18T23:12:00,2015-10-19T09:24:00,,323423507,eng,,newsmax.com,,11.0,19.0,6.0,9.0,13.0,67.0,40.0,21.0,8.0,83.0,5.0,66.0,12.0,9.0,35.0,19.0,20.0,65.0,,,,,
57,/Event/323423507/323453787/323804269,323804269,,,,2015-10-18T23:12:00,2015-10-19T10:37:00,,323423507,deu,,donaukurier.de,,11.0,19.0,6.0,9.0,13.0,67.0,40.0,21.0,8.0,83.0,5.0,66.0,12.0,9.0,35.0,19.0,20.0,65.0,,,,,
58,/Event/323423507/323453787/323671559,323671559,,,,2015-10-18T23:12:00,2015-10-19T12:45:00,,323423507,deu,,rga.de,,11.0,19.0,6.0,9.0,13.0,67.0,40.0,21.0,8.0,83.0,5.0,66.0,12.0,9.0,35.0,19.0,20.0,65.0,,,,,
59,/Event/323423507/323453787/323749969,323749969,EU,DE,C5,2015-10-18T23:12:00,2015-10-19T14:03:00,C2,323423507,deu,,neues-deutschland.de,,11.0,19.0,6.0,9.0,13.0,67.0,40.0,21.0,8.0,83.0,5.0,66.0,12.0,9.0,35.0,19.0,20.0,65.0,EU,Ger,NATO,Christian,
60,/Event/323423507/323453787/323749980,323749980,EU,CH,C5,2015-10-18T23:12:00,2015-10-19T16:58:00,C2,323423507,deu,Center-left-liberal,tagesanzeiger.ch,ChatGPT,11.0,19.0,6.0,9.0,13.0,67.0,40.0,21.0,8.0,83.0,5.0,66.0,12.0,9.0,35.0,19.0,20.0,65.0,,Fre,,Christian,
61,/Event/323423507/323453787/323775466,323775466,EU,CH,C5,2015-10-18T23:12:00,2015-10-19T18:14:00,C2,323423507,deu,Center-right-liberal,bazonline.ch,ChatGPT,11.0,19.0,6.0,9.0,13.0,67.0,40.0,21.0,8.0,83.0,5.0,66.0,12.0,9.0,35.0,19.0,20.0,65.0,,Fre,,Christian,
62,/Event/323423507/323453787/323816161,323816161,,,,2015-10-18T23:12:00,2015-10-19T20:13:00,,323423507,deu,,salzburg.com,,11.0,19.0,6.0,9.0,13.0,67.0,40.0,21.0,8.0,83.0,5.0,66.0,12.0,9.0,35.0,19.0,20.0,65.0,,,,,
63,/Event/323423507/323453787/323816161/324535891,324535891,,,,2015-10-19T20:13:00,2015-10-21T13:19:00,,323423507,deu,,web.de,,,,,,,,,,,,,,,,,,,,,,,,
64,/Event/323423507/323453787/323816161/325335657,325335657,,,,2015-10-19T20:13:00,2015-10-23T08:34:00,,323423507,deu,,kurier.at,,,,,,,,,,,,,,,,,,,,,,,,
65,/Event/323423507/323453787/322570438,322570438,EU,AT,C5,2015-10-18T23:12:00,2015-10-20T02:40:00,C2,323423507,deu,Liberal,derstandard.at,ChatGPT,11.0,19.0,6.0,9.0,13.0,67.0,40.0,21.0,8.0,83.0,5.0,66.0,12.0,9.0,35.0,19.0,20.0,65.0,EU,Ger,,Christian,
66,/Event/323423507/323453787/323945328,323945328,EU,AT,C5,2015-10-18T23:12:00,2015-10-20T05:04:00,C2,323423507,deu,Conservative,diepresse.com,ChatGPT,11.0,19.0,6.0,9.0,13.0,67.0,40.0,21.0,8.0,83.0,5.0,66.0,12.0,9.0,35.0,19.0,20.0,65.0,EU,Ger,,Christian,
67,/Event/323423507/323453787/324185540,324185540,,,,2015-10-18T23:12:00,2015-10-20T17:04:00,,323423507,deu,,kurier.at,,11.0,19.0,6.0,9.0,13.0,67.0,40.0,21.0,8.0,83.0,5.0,66.0,12.0,9.0,35.0,19.0,20.0,65.0,,,,,
68,/Event/323423507/323453787/324180365,324180365,EU,DE,C5,2015-10-18T23:12:00,2015-10-20T17:16:00,C2,323423507,deu,,jungewelt.de,,11.0,19.0,6.0,9.0,13.0,67.0,40.0,21.0,8.0,83.0,5.0,66.0,12.0,9.0,35.0,19.0,20.0,65.0,EU,Ger,NATO,Christian,
69,/Event/323423507/323453787/324382516,324382516,EU,DE,C5,2015-10-18T23:12:00,2015-10-21T03:15:00,C2,323423507,deu,,welt.de,,11.0,19.0,6.0,9.0,13.0,67.0,40.0,21.0,8.0,83.0,5.0,66.0,12.0,9.0,35.0,19.0,20.0,65.0,EU,Ger,NATO,Christian,
70,/Event/323423507/323453787/324558808,324558808,,,,2015-10-18T23:12:00,2015-10-21T08:51:00,,323423507,deu,,text.derstandard.at,,11.0,19.0,6.0,9.0,13.0,67.0,40.0,21.0,8.0,83.0,5.0,66.0,12.0,9.0,35.0,19.0,20.0,65.0,,,,,
71,/Event/323423507/323453787/324558808/324506292,324506292,EU,AT,C5,2015-10-21T08:51:00,2015-10-21T11:49:00,C2,323423507,deu,,orf.at,,,,,,,,,,,,,,,,,,,,EU,Ger,,Christian,
72,/Event/323423507/323453787/324665636,324665636,EU,AT,C5,2015-10-18T23:12:00,2015-10-21T19:00:00,C2,323423507,deu,Government-owned,wienerzeitung.at,ChatGPT,11.0,19.0,6.0,9.0,13.0,67.0,40.0,21.0,8.0,83.0,5.0,66.0,12.0,9.0,35.0,19.0,20.0,65.0,EU,Ger,,Christian,
73,/Event/323423507/323453787/325038558,325038558,,,,2015-10-18T23:12:00,2015-10-22T15:28:00,,323423507,deu,,text.derstandard.at,,11.0,19.0,6.0,9.0,13.0,67.0,40.0,21.0,8.0,83.0,5.0,66.0,12.0,9.0,35.0,19.0,20.0,65.0,,,,,
74,/Event/323423507/323453787/325288086,325288086,,,,2015-10-18T23:12:00,2015-10-23T06:25:00,,323423507,deu,,salzburg.com,,11.0,19.0,6.0,9.0,13.0,67.0,40.0,21.0,8.0,83.0,5.0,66.0,12.0,9.0,35.0,19.0,20.0,65.0,,,,,
75,/Event/323423507/323453787/325438739,325438739,EU,DE,C5,2015-10-18T23:12:00,2015-10-23T10:52:00,C2,323423507,deu,,welt.de,,11.0,19.0,6.0,9.0,13.0,67.0,40.0,21.0,8.0,83.0,5.0,66.0,12.0,9.0,35.0,19.0,20.0,65.0,EU,Ger,NATO,Christian,
76,/Event/323423507/323455243,323455243,,USA,C4,2015-10-18T20:10:00,2015-10-18T23:27:00,C2,323423507,eng,,ibtimes.com,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,NAFTA,Eng,NATO,Christian,
77,/Event/323423507/323463660,323463660,,USA,C4,2015-10-18T20:10:00,2015-10-18T23:41:00,C2,323423507,eng,,triblive.com,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,NAFTA,Eng,NATO,Christian,
78,/Event/323423507/323464168,323464168,,,,2015-10-18T20:10:00,2015-10-19T00:03:00,,323423507,eng,,ca.reuters.com,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,,,,,
79,/Event/323423507/323466539,323466539,AS,QA,C19,2015-10-18T20:10:00,2015-10-19T00:23:00,C9,323423507,eng,pro-Qatari-government-Arab-nationalist,aljazeera.com,ChatGPT,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,,Ara,,Muslim,AL
80,/Event/323423507/323466539/323869201,323869201,EU,DE,C5,2015-10-19T00:23:00,2015-10-19T20:16:00,C2,323423507,deu,,welt.de,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,EU,Ger,NATO,Christian,
81,/Event/323423507/323466539/324090980,324090980,,,,2015-10-19T00:23:00,2015-10-20T05:14:00,,323423507,deu,,daserste.de,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,,,,
82,/Event/323423507/323464797,323464797,EU,IE,C4,2015-10-18T20:10:00,2015-10-19T00:24:00,C2,323423507,eng,,irishexaminer.com,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,EU,Eng,,Christian,
83,/Event/323423507/323472655,323472655,AS,JP,C1,2015-10-18T20:10:00,2015-10-19T01:07:00,C3,323423507,eng,Center,japantimes.co.jp,ChatGPT,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,,,,Irreligion,
84,/Event/323423507/323472655/324591414,324591414,EU,AT,C5,2015-10-19T01:07:00,2015-10-21T12:34:00,C2,323423507,deu,Conservative,kleinezeitung.at,ChatGPT,28.0,13.0,5.0,17.0,2.0,46.0,42.0,5.0,17.0,88.0,8.0,95.0,15.0,27.0,54.0,5.0,141.0,92.0,EU,Ger,,Christian,
85,/Event/323423507/323472655/324591414/324528491,324528491,EU,AT,C5,2015-10-21T12:34:00,2015-10-21T12:35:00,C2,323423507,deu,Conservative,diepresse.com,ChatGPT,25.0,22.0,19.0,14.0,22.0,55.0,63.0,16.0,21.0,60.0,14.0,79.0,7.0,15.0,11.0,12.0,14.0,70.0,EU,Ger,,Christian,
86,/Event/323423507/323481074,323481074,AS,BN,,2015-10-18T20:10:00,2015-10-19T01:41:00,,323423507,eng,,rtbnews.rtb.gov.bn,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,,,,Muslim,
87,/Event/323423507/323481074/323573874,323573874,,,,2015-10-19T01:41:00,2015-10-19T06:49:00,,323423507,deu,,bvz.at,,,,,,,,,,,,,,,,,,,,,,,,
88,/Event/323423507/323481950,323481950,,USA,C4,2015-10-18T20:10:00,2015-10-19T02:00:00,C2,323423507,eng,,hamodia.com,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,NAFTA,Eng,NATO,Christian,
89,/Event/323423507/323481950/323576523,323576523,EU,DE,C5,2015-10-19T02:00:00,2015-10-19T08:22:00,C2,323423507,deu,,abendzeitung-muenchen.de,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,EU,Ger,NATO,Christian,
90,/Event/323423507/323481950/323719510,323719510,EU,DE,C5,2015-10-19T02:00:00,2015-10-19T14:43:00,C2,323423507,deu,,abendzeitung-muenchen.de,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,EU,Ger,NATO,Christian,
