,path,name,continent,country,culture,dateFrom,dateTo,economic,group,lang,polalign,source,url,economicblocs,militarydefenseblocs,religions,EconomicQuality,Education,EnterpriseConditions,Governance,Health,Individualism,Indulgence,InvestmentEnvironment,LivingConditions,LongTermOrientation,MarketAccessandInfrastructure,Masculinity,NaturalEnvironment,PersonalFreedom,PowerDistance,SafetyandSecurity,SocialCapital,UncertaintyAvoidance,linguisticblocs,politicalregionalblocs
22,/Event/332105979/332139157/332504929,332504929,EU,IT,C5,2015-11-10T11:47:00,2015-11-11T11:59:00,C2,332105979,ita,,ilsole24ore.com,,EU,NATO,Christian,54.0,32.0,28.0,39.0,17.0,76.0,30.0,31.0,25.0,61.0,25.0,70.0,31.0,31.0,50.0,27.0,41.0,75.0,,
23,/Event/332105979/332139157/332512390,332512390,EU,IE,C4,2015-11-10T11:47:00,2015-11-11T12:00:00,C2,332105979,eng,,irishexaminer.com,,EU,,Christian,54.0,32.0,28.0,39.0,17.0,76.0,30.0,31.0,25.0,61.0,25.0,70.0,31.0,31.0,50.0,27.0,41.0,75.0,Eng,
24,/Event/332105979/332139157/332581873,332581873,,,,2015-11-10T11:47:00,2015-11-11T12:11:00,,332105979,ita,,secoloditalia.it,,,,,54.0,32.0,28.0,39.0,17.0,76.0,30.0,31.0,25.0,61.0,25.0,70.0,31.0,31.0,50.0,27.0,41.0,75.0,,
25,/Event/332105979/332139157/332581873/333004833,333004833,,,,2015-11-11T12:11:00,2015-11-13T11:45:00,,332105979,ita,,messaggeroveneto.gelocal.it,,,,,,,,,,,,,,,,,,,,,,,,
26,/Event/332105979/332139157/332510530,332510530,,USA,C4,2015-11-10T11:47:00,2015-11-11T12:55:00,C2,332105979,eng,Center-left,nytimes.com,ChatGPT,NAFTA,NATO,Christian,54.0,32.0,28.0,39.0,17.0,76.0,30.0,31.0,25.0,61.0,25.0,70.0,31.0,31.0,50.0,27.0,41.0,75.0,Eng,
27,/Event/332105979/332139157/332549333,332549333,EU,IT,C5,2015-11-10T11:47:00,2015-11-11T14:23:00,C2,332105979,ita,,ansa.it,,EU,NATO,Christian,54.0,32.0,28.0,39.0,17.0,76.0,30.0,31.0,25.0,61.0,25.0,70.0,31.0,31.0,50.0,27.0,41.0,75.0,,
28,/Event/332105979/332139157/332628789,332628789,,,,2015-11-10T11:47:00,2015-11-11T15:36:00,,332105979,ita,,ansamed.info,,,,,54.0,32.0,28.0,39.0,17.0,76.0,30.0,31.0,25.0,61.0,25.0,70.0,31.0,31.0,50.0,27.0,41.0,75.0,,
29,/Event/332105979/332139157/332551319,332551319,EU,UK,C4,2015-11-10T11:47:00,2015-11-11T16:06:00,C2,332105979,eng,Center-left,express.co.uk,ChatGPT,,NATO,Christian,54.0,32.0,28.0,39.0,17.0,76.0,30.0,31.0,25.0,61.0,25.0,70.0,31.0,31.0,50.0,27.0,41.0,75.0,Eng,
30,/Event/332105979/332139157/332592800,332592800,,,,2015-11-10T11:47:00,2015-11-11T17:18:00,,332105979,eng,,washingtontimes.com,,,,,54.0,32.0,28.0,39.0,17.0,76.0,30.0,31.0,25.0,61.0,25.0,70.0,31.0,31.0,50.0,27.0,41.0,75.0,,
31,/Event/332105979/332139157/332592817,332592817,,USA,C4,2015-11-10T11:47:00,2015-11-11T17:58:00,C2,332105979,eng,,globalpost.com,,NAFTA,NATO,Christian,54.0,32.0,28.0,39.0,17.0,76.0,30.0,31.0,25.0,61.0,25.0,70.0,31.0,31.0,50.0,27.0,41.0,75.0,Eng,
32,/Event/332105979/332139157/332601850,332601850,,,,2015-11-10T11:47:00,2015-11-11T19:57:00,,332105979,eng,,afp.com,,,,,54.0,32.0,28.0,39.0,17.0,76.0,30.0,31.0,25.0,61.0,25.0,70.0,31.0,31.0,50.0,27.0,41.0,75.0,,
33,/Event/332105979/332139157/332601827,332601827,,,,2015-11-10T11:47:00,2015-11-11T20:10:00,,332105979,eng,,news.yahoo.com,,,,,54.0,32.0,28.0,39.0,17.0,76.0,30.0,31.0,25.0,61.0,25.0,70.0,31.0,31.0,50.0,27.0,41.0,75.0,,
34,/Event/332105979/332139157/332641429,332641429,,CA,C4,2015-11-10T11:47:00,2015-11-11T20:19:00,C2,332105979,ita,,ladige.it,,NAFTA,NATO,Christian,54.0,32.0,28.0,39.0,17.0,76.0,30.0,31.0,25.0,61.0,25.0,70.0,31.0,31.0,50.0,27.0,41.0,75.0,Eng,
35,/Event/332105979/332139157/332624615,332624615,,USA,C4,2015-11-10T11:47:00,2015-11-11T22:14:00,C2,332105979,eng,,sfgate.com,,NAFTA,NATO,Christian,54.0,32.0,28.0,39.0,17.0,76.0,30.0,31.0,25.0,61.0,25.0,70.0,31.0,31.0,50.0,27.0,41.0,75.0,Eng,
36,/Event/332105979/332139157/332624615/333103045,333103045,EU,FR,C14,2015-11-11T22:14:00,2015-11-13T19:42:00,C2,332105979,fra,Center,lexpress.fr,ChatGPT,EU,NATO,Christian,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,Fre,
37,/Event/332105979/332139157/332624615/333203920,333203920,,,,2015-11-11T22:14:00,2015-11-14T08:11:00,,332105979,fra,,msn.com,,,,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,,
38,/Event/332105979/332139157/332655385,332655385,,,,2015-11-10T11:47:00,2015-11-12T00:47:00,,332105979,spa,,vanguardia.com.mx,,,,,54.0,32.0,28.0,39.0,17.0,76.0,30.0,31.0,25.0,61.0,25.0,70.0,31.0,31.0,50.0,27.0,41.0,75.0,,
39,/Event/332105979/332139157/332668986,332668986,,,,2015-11-10T11:47:00,2015-11-12T03:35:00,,332105979,eng,,twincities.com,,,,,54.0,32.0,28.0,39.0,17.0,76.0,30.0,31.0,25.0,61.0,25.0,70.0,31.0,31.0,50.0,27.0,41.0,75.0,,
40,/Event/332105979/332139157/332697254,332697254,EU,IT,C5,2015-11-10T11:47:00,2015-11-12T07:14:00,C2,332105979,ita,Progressive,ilpiccolo.gelocal.it,https:en.wikipedia.orgwikiIl_Piccolo,EU,NATO,Christian,54.0,32.0,28.0,39.0,17.0,76.0,30.0,31.0,25.0,61.0,25.0,70.0,31.0,31.0,50.0,27.0,41.0,75.0,,
41,/Event/332105979/332139157/332731428,332731428,,,,2015-11-10T11:47:00,2015-11-12T10:27:00,,332105979,eng,,12newsnow.com,,,,,54.0,32.0,28.0,39.0,17.0,76.0,30.0,31.0,25.0,61.0,25.0,70.0,31.0,31.0,50.0,27.0,41.0,75.0,,
42,/Event/332105979/332139157/332755745,332755745,,,,2015-11-10T11:47:00,2015-11-12T11:08:00,,332105979,eng,,beatricedailysun.com,,,,,54.0,32.0,28.0,39.0,17.0,76.0,30.0,31.0,25.0,61.0,25.0,70.0,31.0,31.0,50.0,27.0,41.0,75.0,,
43,/Event/332105979/332139157/332950057,332950057,EU,IT,C5,2015-11-10T11:47:00,2015-11-13T06:50:00,C2,332105979,ita,Progressive,ilpiccolo.gelocal.it,https:en.wikipedia.orgwikiIl_Piccolo,EU,NATO,Christian,54.0,32.0,28.0,39.0,17.0,76.0,30.0,31.0,25.0,61.0,25.0,70.0,31.0,31.0,50.0,27.0,41.0,75.0,,
44,/Event/332105979/332139157/333010104,333010104,,,,2015-11-10T11:47:00,2015-11-13T12:31:00,,332105979,spa,,diariodelaltoaragon.es,,,,,54.0,32.0,28.0,39.0,17.0,76.0,30.0,31.0,25.0,61.0,25.0,70.0,31.0,31.0,50.0,27.0,41.0,75.0,,
45,/Event/332105979/332139157/333010104/333020728,333020728,EU,ES,C14,2015-11-13T12:31:00,2015-11-13T13:20:00,C2,332105979,spa,Canarian-nationalism,eldia.es,https:en.wikipedia.orgwikiEl_D%C3%ADa_(Canary_Islands),EU,NATO,Christian,,,,,,,,,,,,,,,,,,,Spa,
46,/Event/332105979/332139157/333010104/333086860,333086860,,,,2015-11-13T12:31:00,2015-11-13T13:42:00,,332105979,spa,,noticias.terra.com.co,,,,,,,,,,,,,,,,,,,,,,,,
47,/Event/332105979/332139157/333010104/333090385,333090385,,,,2015-11-13T12:31:00,2015-11-13T17:23:00,,332105979,spa,,t13.cl,,,,,,,,,,,,,,,,,,,,,,,,
48,/Event/332105979/332150800,332150800,,,,2015-11-10T10:26:00,2015-11-10T12:33:00,,332105979,ita,,gdp.ch,,,,,,,,,,,,,,,,,,,,,,,,
49,/Event/332105979/332150800/333106118,333106118,SA,AR,C14,2015-11-10T12:33:00,2015-11-13T19:54:00,C19,332105979,spa,,lavoz.com.ar,,SATB,,Christian,,,,,,,,,,,,,,,,,,,Spa,
50,/Event/332105979/332201412,332201412,EU,IT,C5,2015-11-10T10:26:00,2015-11-10T14:36:00,C2,332105979,ita,Progressive,ilpiccolo.gelocal.it,https:en.wikipedia.orgwikiIl_Piccolo,EU,NATO,Christian,,,,,,,,,,,,,,,,,,,,
51,/Event/332105979/332201412/332199228,332199228,EU,UK,C4,2015-11-10T14:36:00,2015-11-10T14:45:00,C2,332105979,eng,Center-left,dailymail.co.uk,ChatGPT,,NATO,Christian,54.0,32.0,28.0,39.0,17.0,76.0,30.0,31.0,25.0,61.0,25.0,70.0,31.0,31.0,50.0,27.0,41.0,75.0,Eng,
52,/Event/332105979/332201412/332199228/332200633,332200633,AU,AU,C4,2015-11-10T14:45:00,2015-11-10T14:50:00,C2,332105979,eng,,au.news.yahoo.com,,,,Christian,15.0,14.0,10.0,15.0,34.0,89.0,69.0,10.0,9.0,51.0,12.0,66.0,22.0,17.0,35.0,21.0,15.0,35.0,Eng,PIF
53,/Event/332105979/332201412/332199228/332214091,332214091,,USA,C4,2015-11-10T14:45:00,2015-11-10T15:27:00,C2,332105979,eng,,ibtimes.co.uk,,NAFTA,NATO,Christian,15.0,14.0,10.0,15.0,34.0,89.0,69.0,10.0,9.0,51.0,12.0,66.0,22.0,17.0,35.0,21.0,15.0,35.0,Eng,
54,/Event/332105979/332201412/332199228/332248701,332248701,,,,2015-11-10T14:45:00,2015-11-10T16:46:00,,332105979,deu,,afp.com,,,,,15.0,14.0,10.0,15.0,34.0,89.0,69.0,10.0,9.0,51.0,12.0,66.0,22.0,17.0,35.0,21.0,15.0,35.0,,
55,/Event/332105979/332201412/332199228/332348920,332348920,,,,2015-11-10T14:45:00,2015-11-10T16:49:00,,332105979,eng,,news.yahoo.com,,,,,15.0,14.0,10.0,15.0,34.0,89.0,69.0,10.0,9.0,51.0,12.0,66.0,22.0,17.0,35.0,21.0,15.0,35.0,,
56,/Event/332105979/332201412/332199228/332251172,332251172,,,,2015-11-10T14:45:00,2015-11-10T17:06:00,,332105979,deu,,donaukurier.de,,,,,15.0,14.0,10.0,15.0,34.0,89.0,69.0,10.0,9.0,51.0,12.0,66.0,22.0,17.0,35.0,21.0,15.0,35.0,,
57,/Event/332105979/332201412/332199228/332259913,332259913,,,,2015-11-10T14:45:00,2015-11-10T17:17:00,,332105979,deu,,msn.com,,,,,15.0,14.0,10.0,15.0,34.0,89.0,69.0,10.0,9.0,51.0,12.0,66.0,22.0,17.0,35.0,21.0,15.0,35.0,,
58,/Event/332105979/332201412/332199228/332266634,332266634,,,,2015-11-10T14:45:00,2015-11-10T17:47:00,,332105979,eng,,sta.si,,,,,15.0,14.0,10.0,15.0,34.0,89.0,69.0,10.0,9.0,51.0,12.0,66.0,22.0,17.0,35.0,21.0,15.0,35.0,,
59,/Event/332105979/332201412/332199228/332277691,332277691,,,,2015-11-10T14:45:00,2015-11-10T17:58:00,,332105979,eng,,digitaljournal.com,,,,,15.0,14.0,10.0,15.0,34.0,89.0,69.0,10.0,9.0,51.0,12.0,66.0,22.0,17.0,35.0,21.0,15.0,35.0,,
60,/Event/332105979/332201412/332199228/332536178,332536178,AS,PK,C20,2015-11-10T14:45:00,2015-11-11T14:17:00,C5,332105979,eng,,tribune.com.pk,,,,Muslim,15.0,14.0,10.0,15.0,34.0,89.0,69.0,10.0,9.0,51.0,12.0,66.0,22.0,17.0,35.0,21.0,15.0,35.0,,
61,/Event/332105979/332201412/332199228/332662094,332662094,,,,2015-11-10T14:45:00,2015-11-11T18:07:00,,332105979,deu,,infocomma.net,,,,,15.0,14.0,10.0,15.0,34.0,89.0,69.0,10.0,9.0,51.0,12.0,66.0,22.0,17.0,35.0,21.0,15.0,35.0,,
62,/Event/332105979/332201412/332199228/332710380,332710380,,,,2015-11-10T14:45:00,2015-11-12T02:33:00,,332105979,eng,,or-politics.com,,,,,15.0,14.0,10.0,15.0,34.0,89.0,69.0,10.0,9.0,51.0,12.0,66.0,22.0,17.0,35.0,21.0,15.0,35.0,,
63,/Event/332105979/332201412/332199228/332672922,332672922,AS,SA,C15,2015-11-10T14:45:00,2015-11-12T03:55:00,C9,332105979,eng,Center,arabnews.com,ChatGPT,,,Muslim,15.0,14.0,10.0,15.0,34.0,89.0,69.0,10.0,9.0,51.0,12.0,66.0,22.0,17.0,35.0,21.0,15.0,35.0,Ara,AL
64,/Event/332105979/332201412/332199228/333106990,333106990,,,,2015-11-10T14:45:00,2015-11-13T20:01:00,,332105979,eng,,breakingnews.ie,,,,,15.0,14.0,10.0,15.0,34.0,89.0,69.0,10.0,9.0,51.0,12.0,66.0,22.0,17.0,35.0,21.0,15.0,35.0,,
65,/Event/332105979/332201412/332199228/333315394,333315394,,,,2015-11-10T14:45:00,2015-11-14T23:00:00,,332105979,fra,,algerieconfluences.com,,,,,15.0,14.0,10.0,15.0,34.0,89.0,69.0,10.0,9.0,51.0,12.0,66.0,22.0,17.0,35.0,21.0,15.0,35.0,,
66,/Event/332105979/332201412/332208179,332208179,AS,SG,C18,2015-11-10T14:36:00,2015-11-10T14:46:00,C2,332105979,eng,Center-left,todayonline.com,ChatGPT,ASEAN,,Buddhist,54.0,32.0,28.0,39.0,17.0,76.0,30.0,31.0,25.0,61.0,25.0,70.0,31.0,31.0,50.0,27.0,41.0,75.0,,
67,/Event/332105979/332201412/332208179/332237211,332237211,,,,2015-11-10T14:46:00,2015-11-10T16:09:00,,332105979,eng,,sputniknews.com,,,,,1.0,1.0,11.0,18.0,1.0,20.0,46.0,4.0,14.0,72.0,1.0,48.0,87.0,107.0,74.0,7.0,21.0,8.0,,
68,/Event/332105979/332201412/332208179/332479898,332479898,,,,2015-11-10T14:46:00,2015-11-11T10:19:00,,332105979,eng,,sputniknews.com,,,,,1.0,1.0,11.0,18.0,1.0,20.0,46.0,4.0,14.0,72.0,1.0,48.0,87.0,107.0,74.0,7.0,21.0,8.0,,
69,/Event/332105979/332201412/332208179/332505704,332505704,,CA,C4,2015-11-10T14:46:00,2015-11-11T11:20:00,C2,332105979,eng,,cbc.ca,,NAFTA,NATO,Christian,1.0,1.0,11.0,18.0,1.0,20.0,46.0,4.0,14.0,72.0,1.0,48.0,87.0,107.0,74.0,7.0,21.0,8.0,Eng,
70,/Event/332105979/332201412/332208179/332519613,332519613,,,,2015-11-10T14:46:00,2015-11-11T13:45:00,,332105979,deu,,salzburg.com,,,,,1.0,1.0,11.0,18.0,1.0,20.0,46.0,4.0,14.0,72.0,1.0,48.0,87.0,107.0,74.0,7.0,21.0,8.0,,
71,/Event/332105979/332201412/332208179/332528448,332528448,,USA,C4,2015-11-10T14:46:00,2015-11-11T13:45:00,C2,332105979,eng,,channelnewsasia.com,,NAFTA,NATO,Christian,1.0,1.0,11.0,18.0,1.0,20.0,46.0,4.0,14.0,72.0,1.0,48.0,87.0,107.0,74.0,7.0,21.0,8.0,Eng,
72,/Event/332105979/332201412/332208179/332561040,332561040,AS,QA,C19,2015-11-10T14:46:00,2015-11-11T16:45:00,C9,332105979,eng,pro-Qatari-government-Arab-nationalist,aljazeera.com,ChatGPT,,,Muslim,1.0,1.0,11.0,18.0,1.0,20.0,46.0,4.0,14.0,72.0,1.0,48.0,87.0,107.0,74.0,7.0,21.0,8.0,Ara,AL
73,/Event/332105979/332201412/332208179/332710369,332710369,,,,2015-11-10T14:46:00,2015-11-12T05:33:00,,332105979,eng,,nysepost.com,,,,,1.0,1.0,11.0,18.0,1.0,20.0,46.0,4.0,14.0,72.0,1.0,48.0,87.0,107.0,74.0,7.0,21.0,8.0,,
74,/Event/332105979/332201412/332208179/332724638,332724638,,,,2015-11-10T14:46:00,2015-11-12T08:09:00,,332105979,eng,,rapidnewsnetwork.com,,,,,1.0,1.0,11.0,18.0,1.0,20.0,46.0,4.0,14.0,72.0,1.0,48.0,87.0,107.0,74.0,7.0,21.0,8.0,,
75,/Event/332105979/332201412/332208179/332748557,332748557,AS,TW,C16,2015-11-10T14:46:00,2015-11-12T08:50:00,C2,332105979,eng,,chinapost.com.tw,,,,Folk religion,1.0,1.0,11.0,18.0,1.0,20.0,46.0,4.0,14.0,72.0,1.0,48.0,87.0,107.0,74.0,7.0,21.0,8.0,,
76,/Event/332105979/332201412/332208179/333011149,333011149,AS,SG,C18,2015-11-10T14:46:00,2015-11-13T11:01:00,C2,332105979,eng,Center-left,todayonline.com,ChatGPT,ASEAN,,Buddhist,1.0,1.0,11.0,18.0,1.0,20.0,46.0,4.0,14.0,72.0,1.0,48.0,87.0,107.0,74.0,7.0,21.0,8.0,,
77,/Event/332105979/332201412/332208179/333011149/333091700,333091700,EU,FR,C14,2015-11-13T11:01:00,2015-11-13T18:46:00,C2,332105979,fra,,leparisien.fr,,EU,NATO,Christian,1.0,1.0,11.0,18.0,1.0,20.0,46.0,4.0,14.0,72.0,1.0,48.0,87.0,107.0,74.0,7.0,21.0,8.0,Fre,
78,/Event/332105979/332201412/332208179/333017833,333017833,AS,MY,C18,2015-11-10T14:46:00,2015-11-13T13:00:00,C9,332105979,eng,Center-right,thestar.com.my,ChatGPT,ASEAN,,Muslim,1.0,1.0,11.0,18.0,1.0,20.0,46.0,4.0,14.0,72.0,1.0,48.0,87.0,107.0,74.0,7.0,21.0,8.0,,
79,/Event/332105979/332201412/332208179/333036293,333036293,EU,FR,C14,2015-11-10T14:46:00,2015-11-13T13:15:00,C2,332105979,fra,Center-left,liberation.fr,https:en.wikipedia.orgwikiLib%C3%A9ration,EU,NATO,Christian,1.0,1.0,11.0,18.0,1.0,20.0,46.0,4.0,14.0,72.0,1.0,48.0,87.0,107.0,74.0,7.0,21.0,8.0,Fre,
80,/Event/332105979/332201412/332208179/333036293/333109782,333109782,EU,BE,C14,2015-11-13T13:15:00,2015-11-13T19:03:00,C2,332105979,fra,,rtbf.be,,EU,,Christian,30.0,28.0,18.0,21.0,20.0,71.0,48.0,18.0,20.0,63.0,16.0,43.0,14.0,28.0,68.0,38.0,43.0,86.0,Fre,
81,/Event/332105979/332201412/332208179/333061184,333061184,EU,CH,C5,2015-11-10T14:46:00,2015-11-13T14:48:00,C2,332105979,fra,,lematin.ch,,,,Christian,1.0,1.0,11.0,18.0,1.0,20.0,46.0,4.0,14.0,72.0,1.0,48.0,87.0,107.0,74.0,7.0,21.0,8.0,Fre,
82,/Event/332105979/332201412/332208179/333069307,333069307,,,,2015-11-10T14:46:00,2015-11-13T15:38:00,,332105979,fra,,arcinfo.ch,,,,,1.0,1.0,11.0,18.0,1.0,20.0,46.0,4.0,14.0,72.0,1.0,48.0,87.0,107.0,74.0,7.0,21.0,8.0,,
83,/Event/332105979/332201412/332208179/333077781,333077781,EU,CH,C5,2015-11-10T14:46:00,2015-11-13T16:17:00,C2,332105979,fra,,lematin.ch,,,,Christian,1.0,1.0,11.0,18.0,1.0,20.0,46.0,4.0,14.0,72.0,1.0,48.0,87.0,107.0,74.0,7.0,21.0,8.0,Fre,
84,/Event/332105979/332201412/332208179/333120113,333120113,,CA,C4,2015-11-10T14:46:00,2015-11-13T16:22:00,C2,332105979,fra,,tvanouvelles.ca,,NAFTA,NATO,Christian,1.0,1.0,11.0,18.0,1.0,20.0,46.0,4.0,14.0,72.0,1.0,48.0,87.0,107.0,74.0,7.0,21.0,8.0,Eng,
85,/Event/332105979/332201412/332208179/333082818,333082818,EU,FR,C14,2015-11-10T14:46:00,2015-11-13T17:35:00,C2,332105979,spa,,es.euronews.com,,EU,NATO,Christian,1.0,1.0,11.0,18.0,1.0,20.0,46.0,4.0,14.0,72.0,1.0,48.0,87.0,107.0,74.0,7.0,21.0,8.0,Fre,
86,/Event/332105979/332201412/332208179/333082800,333082800,,,,2015-11-10T14:46:00,2015-11-13T17:38:00,,332105979,fra,,vosgesmatin.fr,,,,,1.0,1.0,11.0,18.0,1.0,20.0,46.0,4.0,14.0,72.0,1.0,48.0,87.0,107.0,74.0,7.0,21.0,8.0,,
87,/Event/332105979/332201412/332208179/333150623,333150623,,,,2015-11-10T14:46:00,2015-11-14T00:46:00,,332105979,spa,,librered.net,,,,,1.0,1.0,11.0,18.0,1.0,20.0,46.0,4.0,14.0,72.0,1.0,48.0,87.0,107.0,74.0,7.0,21.0,8.0,,
88,/Event/332105979/332201412/332199209,332199209,EU,UK,C4,2015-11-10T14:36:00,2015-11-10T14:46:00,C2,332105979,eng,Center-left,dailymail.co.uk,ChatGPT,,NATO,Christian,54.0,32.0,28.0,39.0,17.0,76.0,30.0,31.0,25.0,61.0,25.0,70.0,31.0,31.0,50.0,27.0,41.0,75.0,Eng,
89,/Event/332105979/332201412/332199209/332524061,332524061,,USA,C4,2015-11-10T14:46:00,2015-11-11T12:27:00,C2,332105979,eng,,usatoday.com,,NAFTA,NATO,Christian,15.0,14.0,10.0,15.0,34.0,89.0,69.0,10.0,9.0,51.0,12.0,66.0,22.0,17.0,35.0,21.0,15.0,35.0,Eng,
90,/Event/332105979/332201412/332199209/333083449,333083449,EU,FR,C14,2015-11-10T14:46:00,2015-11-13T12:31:00,C2,332105979,eng,Public broadcaster,france24.com,ChatGPT,EU,NATO,Christian,15.0,14.0,10.0,15.0,34.0,89.0,69.0,10.0,9.0,51.0,12.0,66.0,22.0,17.0,35.0,21.0,15.0,35.0,Fre,
