,path,name,continent,country,culture,dateFrom,dateTo,economic,group,lang,polalign,source,url,EconomicQuality,Education,EnterpriseConditions,Governance,Health,Individualism,Indulgence,InvestmentEnvironment,LivingConditions,LongTermOrientation,MarketAccessandInfrastructure,Masculinity,NaturalEnvironment,PersonalFreedom,PowerDistance,SafetyandSecurity,SocialCapital,UncertaintyAvoidance,linguisticblocs,militarydefenseblocs,religions,politicalregionalblocs,economicblocs
13,/Event/912406270/912481254/912969793/914307992,914307992,AS,IN,C18,2018-07-26T04:07:00,2018-07-27T22:28:00,C17,912406270,eng,,thehindu.com,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,,,Hindu,,
14,/Event/912406270/912481254/912969793/914414901,914414901,AS,IN,C18,2018-07-26T04:07:00,2018-07-28T04:14:00,C17,912406270,eng,,economictimes.indiatimes.com,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,,,Hindu,,
15,/Event/912406270/912481254/913092450,913092450,,,,2018-07-25T12:32:00,2018-07-26T08:23:00,,912406270,eng,,indiatoday.in,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,,,,
16,/Event/912406270/912481254/913092450/913109220,913109220,AS,IN,C18,2018-07-26T08:23:00,2018-07-26T08:53:00,C17,912406270,eng,,firstpost.com,,,,,,,,,,,,,,,,,,,,,,Hindu,,
17,/Event/912406270/912481254/913092450/913109220/913301697,913301697,AS,IN,C18,2018-07-26T08:53:00,2018-07-26T13:54:00,C17,912406270,eng,,hindustantimes.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,Hindu,,
18,/Event/912406270/912481254/913092450/913119251,913119251,,USA,C4,2018-07-26T08:23:00,2018-07-26T09:10:00,C2,912406270,eng,,ibtimes.co.in,,,,,,,,,,,,,,,,,,,,Eng,NATO,Christian,,NAFTA
19,/Event/912406270/912481254/913092450/913124889,913124889,EU,UK,C4,2018-07-26T08:23:00,2018-07-26T09:20:00,C2,912406270,eng,Center-left,thesun.co.uk,ChatGPT,,,,,,,,,,,,,,,,,,,Eng,NATO,Christian,,
20,/Event/912406270/912481254/913092450/913126741,913126741,EU,IE,C4,2018-07-26T08:23:00,2018-07-26T09:23:00,C2,912406270,eng,,irishtimes.com,,,,,,,,,,,,,,,,,,,,Eng,,Christian,,EU
21,/Event/912406270/912481254/913092450/913139668,913139668,AS,IN,C18,2018-07-26T08:23:00,2018-07-26T09:44:00,C17,912406270,eng,Liberal,centralchronicle.com,https:en.wikipedia.orgwikiCentral_Chronicle,,,,,,,,,,,,,,,,,,,,,Hindu,,
22,/Event/912406270/912481254/913092450/913145000,913145000,AS,IN,C18,2018-07-26T08:23:00,2018-07-26T09:53:00,C17,912406270,eng,,firstpost.com,,,,,,,,,,,,,,,,,,,,,,Hindu,,
23,/Event/912406270/912481254/913092450/913145000/913192369,913192369,AS,PK,C20,2018-07-26T09:53:00,2018-07-26T11:09:00,C5,912406270,eng,Center,pakistantoday.com.pk,ChatGPT,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,Muslim,,
24,/Event/912406270/912481254/913092450/913146506,913146506,,,,2018-07-26T08:23:00,2018-07-26T09:56:00,,912406270,eng,,brecorder.com,,,,,,,,,,,,,,,,,,,,,,,,
25,/Event/912406270/912481254/913092450/913171874,913171874,AS,IN,C18,2018-07-26T08:23:00,2018-07-26T10:36:00,C17,912406270,eng,,news18.com,,,,,,,,,,,,,,,,,,,,,,Hindu,,
26,/Event/912406270/912481254/913092450/913176874,913176874,AS,PK,C20,2018-07-26T08:23:00,2018-07-26T10:43:00,C5,912406270,eng,,tribune.com.pk,,,,,,,,,,,,,,,,,,,,,,Muslim,,
27,/Event/912406270/912481254/913092450/913178615,913178615,AS,IN,C18,2018-07-26T08:23:00,2018-07-26T10:47:00,C17,912406270,eng,,firstpost.com,,,,,,,,,,,,,,,,,,,,,,Hindu,,
28,/Event/912406270/912481254/913092450/913190942,913190942,AS,IN,C18,2018-07-26T08:23:00,2018-07-26T11:07:00,C17,912406270,eng,,economictimes.indiatimes.com,,,,,,,,,,,,,,,,,,,,,,Hindu,,
29,/Event/912406270/912481254/913092450/913224156,913224156,AS,IN,C18,2018-07-26T08:23:00,2018-07-26T12:01:00,C17,912406270,eng,,firstpost.com,,,,,,,,,,,,,,,,,,,,,,Hindu,,
30,/Event/912406270/912481254/913092450/913231775,913231775,AS,PK,C20,2018-07-26T08:23:00,2018-07-26T12:12:00,C5,912406270,eng,,en.dailypakistan.com.pk,,,,,,,,,,,,,,,,,,,,,,Muslim,,
31,/Event/912406270/912481254/913092450/913237102,913237102,AS,IN,C18,2018-07-26T08:23:00,2018-07-26T12:19:00,C17,912406270,eng,,firstpost.com,,,,,,,,,,,,,,,,,,,,,,Hindu,,
32,/Event/912406270/912481254/913092450/913268071,913268071,AS,IN,C18,2018-07-26T08:23:00,2018-07-26T13:04:00,C17,912406270,eng,,news18.com,,,,,,,,,,,,,,,,,,,,,,Hindu,,
33,/Event/912406270/912481254/913092450/913271183,913271183,,,,2018-07-26T08:23:00,2018-07-26T13:09:00,,912406270,eng,,indiatoday.in,,,,,,,,,,,,,,,,,,,,,,,,
34,/Event/912406270/912481254/913092450/913271504,913271504,AS,IN,C18,2018-07-26T08:23:00,2018-07-26T13:11:00,C17,912406270,eng,,business-standard.com,,,,,,,,,,,,,,,,,,,,,,Hindu,,
35,/Event/912406270/912481254/913092450/913283389,913283389,AS,PK,C20,2018-07-26T08:23:00,2018-07-26T13:27:00,C5,912406270,eng,,thefrontierpost.com,,,,,,,,,,,,,,,,,,,,,,Muslim,,
36,/Event/912406270/912481254/913092450/913291494,913291494,AS,PK,C20,2018-07-26T08:23:00,2018-07-26T13:39:00,C5,912406270,eng,,suchtv.pk,,,,,,,,,,,,,,,,,,,,,,Muslim,,
37,/Event/912406270/912481254/913092450/913885923,913885923,AS,IN,C18,2018-07-26T08:23:00,2018-07-27T09:47:00,C17,912406270,eng,Liberal,centralchronicle.com,https:en.wikipedia.orgwikiCentral_Chronicle,,,,,,,,,,,,,,,,,,,,,Hindu,,
38,/Event/912406270/912481254/913092450/913936755,913936755,AS,IN,C18,2018-07-26T08:23:00,2018-07-27T11:16:00,C17,912406270,eng,,firstpost.com,,,,,,,,,,,,,,,,,,,,,,Hindu,,
39,/Event/912406270/912481254/913092450/914112531,914112531,AS,IN,C18,2018-07-26T08:23:00,2018-07-27T15:55:00,C17,912406270,eng,,firstpost.com,,,,,,,,,,,,,,,,,,,,,,Hindu,,
40,/Event/912406270/912481254/913093108,913093108,,,,2018-07-25T12:32:00,2018-07-26T08:24:00,,912406270,eng,,indiatoday.in,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,,,,
41,/Event/912406270/912481254/913093108/913130225,913130225,AS,IN,C18,2018-07-26T08:24:00,2018-07-26T09:28:00,C17,912406270,eng,Center-left,indianexpress.com,ChatGPT,,,,,,,,,,,,,,,,,,,,,Hindu,,
42,/Event/912406270/912481254/913093108/913145541,913145541,AS,IN,C18,2018-07-26T08:24:00,2018-07-26T09:54:00,C17,912406270,eng,,sify.com,,,,,,,,,,,,,,,,,,,,,,Hindu,,
43,/Event/912406270/912481254/913093108/913207434,913207434,AS,IN,C18,2018-07-26T08:24:00,2018-07-26T11:34:00,C17,912406270,eng,,firstpost.com,,,,,,,,,,,,,,,,,,,,,,Hindu,,
44,/Event/912406270/912481254/913093108/913259853,913259853,EU,DE,C5,2018-07-26T08:24:00,2018-07-26T12:37:00,C2,912406270,eng,,dw.com,,,,,,,,,,,,,,,,,,,,Ger,NATO,Christian,,EU
45,/Event/912406270/912481254/913093108/913271567,913271567,AS,IN,C18,2018-07-26T08:24:00,2018-07-26T13:09:00,C17,912406270,eng,,firstpost.com,,,,,,,,,,,,,,,,,,,,,,Hindu,,
46,/Event/912406270/912481254/913093108/913280196,913280196,AS,IN,C18,2018-07-26T08:24:00,2018-07-26T13:23:00,C17,912406270,eng,,business-standard.com,,,,,,,,,,,,,,,,,,,,,,Hindu,,
47,/Event/912406270/912481254/913093108/913322327,913322327,AS,MY,C18,2018-07-26T08:24:00,2018-07-26T14:23:00,C9,912406270,eng,Center,freemalaysiatoday.com,ChatGPT,,,,,,,,,,,,,,,,,,,,,Muslim,,ASEAN
48,/Event/912406270/912481254/913093108/913661380,913661380,AS,IN,C18,2018-07-26T08:24:00,2018-07-27T01:02:00,C17,912406270,eng,,newindianexpress.com,,,,,,,,,,,,,,,,,,,,,,Hindu,,
49,/Event/912406270/912481254/913093108/914662587,914662587,AS,IN,C18,2018-07-26T08:24:00,2018-07-28T15:27:00,C17,912406270,eng,Center-right,timesofindia.indiatimes.com,ChatGPT,,,,,,,,,,,,,,,,,,,,,Hindu,,
50,/Event/912406270/912481254/913093108/914714753,914714753,EU,UK,C4,2018-07-26T08:24:00,2018-07-28T17:50:00,C2,912406270,eng,,in.reuters.com,,,,,,,,,,,,,,,,,,,,Eng,NATO,Christian,,
51,/Event/912406270/912481254/913176119,913176119,AS,IN,C18,2018-07-25T12:32:00,2018-07-26T09:41:00,C17,912406270,eng,Center-right,timesofindia.indiatimes.com,ChatGPT,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,,Hindu,,
52,/Event/912406270/912481254/913176119/913381208,913381208,,,,2018-07-26T09:41:00,2018-07-26T15:51:00,,912406270,eng,,msn.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
53,/Event/912406270/912481254/913176119/913443562,913443562,AS,IN,C18,2018-07-26T09:41:00,2018-07-26T17:26:00,C17,912406270,eng,,bloombergquint.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,Hindu,,
54,/Event/912406270/912481254/913176119/914720110,914720110,AS,MY,C18,2018-07-26T09:41:00,2018-07-28T18:06:00,C9,912406270,eng,Center-right,thestar.com.my,ChatGPT,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,Muslim,,ASEAN
55,/Event/912406270/912481254/913145007,913145007,AS,IN,C18,2018-07-25T12:32:00,2018-07-26T09:54:00,C17,912406270,eng,,firstpost.com,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,,Hindu,,
56,/Event/912406270/912481254/913145007/913349134,913349134,EU,UK,C4,2018-07-26T09:54:00,2018-07-26T15:03:00,C2,912406270,eng,,bbc.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Eng,NATO,Christian,,
57,/Event/912406270/912481254/913149326,913149326,AS,IN,C18,2018-07-25T12:32:00,2018-07-26T10:01:00,C17,912406270,eng,,business-standard.com,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,,Hindu,,
58,/Event/912406270/912481254/913149326/913158834,913158834,AS,PK,C20,2018-07-26T10:01:00,2018-07-26T10:15:00,C5,912406270,eng,,tribune.com.pk,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,Muslim,,
59,/Event/912406270/912481254/913149326/913168065,913168065,AS,PK,C20,2018-07-26T10:01:00,2018-07-26T10:29:00,C5,912406270,eng,Center,pakistantoday.com.pk,ChatGPT,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,Muslim,,
60,/Event/912406270/912481254/913149326/913220664,913220664,AS,PK,C20,2018-07-26T10:01:00,2018-07-26T11:55:00,C5,912406270,eng,Center,pakistantoday.com.pk,ChatGPT,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,Muslim,,
61,/Event/912406270/912481254/913149326/913220664/913813109,913813109,AS,PK,C20,2018-07-26T11:55:00,2018-07-27T07:30:00,C5,912406270,eng,Center,pakistantoday.com.pk,ChatGPT,129.0,140.0,102.0,118.0,124.0,14.0,0.0,96.0,119.0,50.0,124.0,50.0,166.0,120.0,55.0,149.0,123.0,70.0,,,Muslim,,
62,/Event/912406270/912481254/913149326/913220664/913850043,913850043,AS,PK,C20,2018-07-26T11:55:00,2018-07-27T08:41:00,C5,912406270,eng,Center,pakistantoday.com.pk,ChatGPT,129.0,140.0,102.0,118.0,124.0,14.0,0.0,96.0,119.0,50.0,124.0,50.0,166.0,120.0,55.0,149.0,123.0,70.0,,,Muslim,,
63,/Event/912406270/912481254/913149326/913273378,913273378,,,,2018-07-26T10:01:00,2018-07-26T13:12:00,,912406270,eng,,in.news.yahoo.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
64,/Event/912406270/912481254/913149326/913306657,913306657,,,,2018-07-26T10:01:00,2018-07-26T13:58:00,,912406270,eng,,brecorder.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
65,/Event/912406270/912481254/913149326/913325573,913325573,AS,IN,C18,2018-07-26T10:01:00,2018-07-26T14:27:00,C17,912406270,eng,,business-standard.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,Hindu,,
66,/Event/912406270/912481254/913149326/913599515,913599515,,USA,C4,2018-07-26T10:01:00,2018-07-26T22:23:00,C2,912406270,eng,,edition.cnn.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,Eng,NATO,Christian,,NAFTA
67,/Event/912406270/912481254/913149326/913827780,913827780,,,,2018-07-26T10:01:00,2018-07-27T08:00:00,,912406270,eng,,brecorder.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,,,
68,/Event/912406270/912481254/913149326/914128363,914128363,AS,IN,C18,2018-07-26T10:01:00,2018-07-27T16:27:00,C17,912406270,eng,,business-standard.com,,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,,Hindu,,
69,/Event/912406270/912481254/913159638,913159638,AS,AE,C19,2018-07-25T12:32:00,2018-07-26T10:16:00,C9,912406270,eng,,gulfnews.com,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,Ara,,Muslim,AL,
70,/Event/912406270/912481254/913159638/913312802,913312802,AS,AE,C19,2018-07-26T10:16:00,2018-07-26T14:10:00,C9,912406270,eng,,gulfnews.com,,26.0,42.0,22.0,38.0,33.0,36.0,22.0,32.0,47.0,22.0,22.0,52.0,119.0,146.0,74.0,50.0,78.0,66.0,Ara,,Muslim,AL,
71,/Event/912406270/912481254/913159638/913461912,913461912,,,,2018-07-26T10:16:00,2018-07-26T17:57:00,,912406270,eng,,app.com.pk,,26.0,42.0,22.0,38.0,33.0,36.0,22.0,32.0,47.0,22.0,22.0,52.0,119.0,146.0,74.0,50.0,78.0,66.0,,,,,
72,/Event/912406270/912481254/913159638/913557835,913557835,AS,AE,C19,2018-07-26T10:16:00,2018-07-26T20:54:00,C9,912406270,eng,,gulftoday.ae,,26.0,42.0,22.0,38.0,33.0,36.0,22.0,32.0,47.0,22.0,22.0,52.0,119.0,146.0,74.0,50.0,78.0,66.0,Ara,,Muslim,AL,
73,/Event/912406270/912481254/913159638/913987782,913987782,,,,2018-07-26T10:16:00,2018-07-27T12:37:00,,912406270,eng,,tolerance.ca,,26.0,42.0,22.0,38.0,33.0,36.0,22.0,32.0,47.0,22.0,22.0,52.0,119.0,146.0,74.0,50.0,78.0,66.0,,,,,
74,/Event/912406270/912481254/913164015,913164015,,USA,C4,2018-07-25T12:32:00,2018-07-26T10:23:00,C2,912406270,eng,,businessinsider.in,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,Eng,NATO,Christian,,NAFTA
75,/Event/912406270/912481254/913164015/913263536,913263536,AS,IN,C18,2018-07-26T10:23:00,2018-07-26T12:57:00,C17,912406270,eng,,business-standard.com,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,,,Hindu,,
76,/Event/912406270/912481254/913164015/913458781,913458781,AS,AF,,2018-07-26T10:23:00,2018-07-26T17:52:00,C8,912406270,eng,,khaama.com,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,,,Muslim,,
77,/Event/912406270/912481254/913172575,913172575,,,,2018-07-25T12:32:00,2018-07-26T10:37:00,,912406270,eng,,bdnews24.com,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,,,,
78,/Event/912406270/912481254/913173398,913173398,,USA,C4,2018-07-25T12:32:00,2018-07-26T10:38:00,C2,912406270,eng,,ibtimes.co.in,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,Eng,NATO,Christian,,NAFTA
79,/Event/912406270/912481254/913173398/913632471,913632471,,,,2018-07-26T10:38:00,2018-07-26T23:40:00,,912406270,eng,,dnaindia.com,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,,,,,
80,/Event/912406270/912481254/913187738,913187738,,,,2018-07-25T12:32:00,2018-07-26T11:02:00,,912406270,eng,,ipolitics.ca,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,,,,
81,/Event/912406270/912481254/913187738/913506019,913506019,AS,PK,C20,2018-07-26T11:02:00,2018-07-26T19:16:00,C5,912406270,eng,Center,pakistantoday.com.pk,ChatGPT,,,,,,,,,,,,,,,,,,,,,Muslim,,
82,/Event/912406270/912481254/913187738/913720536,913720536,AS,PK,C20,2018-07-26T11:02:00,2018-07-27T03:56:00,C5,912406270,eng,,thefrontierpost.com,,,,,,,,,,,,,,,,,,,,,,Muslim,,
83,/Event/912406270/912481254/913187738/914943128,914943128,AS,PK,C20,2018-07-26T11:02:00,2018-07-29T07:10:00,C5,912406270,eng,Center,pakistantoday.com.pk,ChatGPT,,,,,,,,,,,,,,,,,,,,,Muslim,,
84,/Event/912406270/912481254/913218938,913218938,,USA,C4,2018-07-25T12:32:00,2018-07-26T11:31:00,C2,912406270,eng,Center-left,washingtonpost.com,ChatGPT,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,Eng,NATO,Christian,,NAFTA
85,/Event/912406270/912481254/913233683,913233683,EU,UK,C4,2018-07-25T12:32:00,2018-07-26T12:15:00,C2,912406270,eng,,economist.com,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,Eng,NATO,Christian,,
86,/Event/912406270/912481254/913252389,913252389,,USA,C4,2018-07-25T12:32:00,2018-07-26T12:24:00,C2,912406270,eng,,wtop.com,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,Eng,NATO,Christian,,NAFTA
87,/Event/912406270/912481254/913243498,913243498,,,,2018-07-25T12:32:00,2018-07-26T12:27:00,,912406270,eng,,upi.com,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,,,,
88,/Event/912406270/912481254/913251838,913251838,EU,UK,C4,2018-07-25T12:32:00,2018-07-26T12:31:00,C2,912406270,eng,,standard.co.uk,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,Eng,NATO,Christian,,
89,/Event/912406270/912481254/913247675,913247675,,,,2018-07-25T12:32:00,2018-07-26T12:33:00,,912406270,eng,,jerseyeveningpost.com,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,,,,
90,/Event/912406270/912481254/913247675/913354467,913354467,EU,UK,C4,2018-07-26T12:33:00,2018-07-26T15:10:00,C2,912406270,eng,,thetelegraphandargus.co.uk,,,,,,,,,,,,,,,,,,,,Eng,NATO,Christian,,
91,/Event/912406270/912481254/913247675/914105159,914105159,AS,PK,C20,2018-07-26T12:33:00,2018-07-27T15:43:00,C5,912406270,eng,,aaj.tv,,,,,,,,,,,,,,,,,,,,,,Muslim,,
92,/Event/912406270/912481254/913247675/914807463,914807463,,,,2018-07-26T12:33:00,2018-07-28T22:41:00,,912406270,eng,,hrw.org,,,,,,,,,,,,,,,,,,,,,,,,
93,/Event/912406270/912481254/913248513,913248513,EU,UK,C4,2018-07-25T12:32:00,2018-07-26T12:34:00,C2,912406270,eng,Center-left,dailymail.co.uk,ChatGPT,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,Eng,NATO,Christian,,
94,/Event/912406270/912481254/913248890,913248890,,,,2018-07-25T12:32:00,2018-07-26T12:35:00,,912406270,eng,,arabianbusiness.com,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,,,,
95,/Event/912406270/912481254/913248507,913248507,EU,UK,C4,2018-07-25T12:32:00,2018-07-26T12:35:00,C2,912406270,eng,Center-left,dailymail.co.uk,ChatGPT,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,Eng,NATO,Christian,,
