,path,name,continent,country,culture,dateFrom,dateTo,economic,group,lang,polalign,source,url,economicblocs,linguisticblocs,militarydefenseblocs,religions,EconomicQuality,Education,EnterpriseConditions,Governance,Health,Individualism,Indulgence,InvestmentEnvironment,LivingConditions,LongTermOrientation,MarketAccessandInfrastructure,Masculinity,NaturalEnvironment,PersonalFreedom,PowerDistance,SafetyandSecurity,SocialCapital,UncertaintyAvoidance
60,/Event/7373367503/7374642451/7375112015,7375112015,,,,2023-01-30T10:04:00,2023-01-30T14:58:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
61,/Event/7373367503/7374642451/7375176794,7375176794,,,,2023-01-30T10:04:00,2023-01-30T15:44:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
62,/Event/7373367503/7374642451/7375176794/7375247222,7375247222,,,,2023-01-30T15:44:00,2023-01-30T16:27:00,,7373367503,eng,,sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
63,/Event/7373367503/7374642451/7375191170,7375191170,,,,2023-01-30T10:04:00,2023-01-30T15:51:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
64,/Event/7373367503/7374642451/7375235599,7375235599,,,,2023-01-30T10:04:00,2023-01-30T16:18:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
65,/Event/7373367503/7374642451/7376591418,7376591418,,,,2023-01-30T10:04:00,2023-01-31T11:38:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
66,/Event/7373367503/7374642451/7376749185,7376749185,,USA,C4,2023-01-30T10:04:00,2023-01-31T13:16:00,C2,7373367503,eng,,finance.yahoo.com,,NAFTA,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,
67,/Event/7373367503/7374642451/7376760011,7376760011,,,,2023-01-30T10:04:00,2023-01-31T13:16:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
68,/Event/7373367503/7374642451/7376772465,7376772465,,,,2023-01-30T10:04:00,2023-01-31T13:25:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
69,/Event/7373367503/7374642451/7376797218,7376797218,,,,2023-01-30T10:04:00,2023-01-31T13:44:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
70,/Event/7373367503/7374642451/7376825063,7376825063,,,,2023-01-30T10:04:00,2023-01-31T13:58:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
71,/Event/7373367503/7374642451/7376876377,7376876377,,,,2023-01-30T10:04:00,2023-01-31T14:25:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
72,/Event/7373367503/7374642451/7376894091,7376894091,,,,2023-01-30T10:04:00,2023-01-31T14:38:00,,7373367503,eng,,sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
73,/Event/7373367503/7374642451/7376916605,7376916605,,,,2023-01-30T10:04:00,2023-01-31T14:51:00,,7373367503,eng,,sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
74,/Event/7373367503/7374642451/7377186458,7377186458,,USA,C4,2023-01-30T10:04:00,2023-01-31T17:53:00,C2,7373367503,eng,,finance.yahoo.com,,NAFTA,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,
75,/Event/7373367503/7374642451/7378471976,7378471976,,,,2023-01-30T10:04:00,2023-02-01T11:57:00,,7373367503,eng,,sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
76,/Event/7373367503/7374642451/7378494733,7378494733,,,,2023-01-30T10:04:00,2023-02-01T12:09:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
77,/Event/7373367503/7374642451/7378520299,7378520299,,,,2023-01-30T10:04:00,2023-02-01T12:24:00,,7373367503,eng,,sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
78,/Event/7373367503/7374642451/7378559172,7378559172,,,,2023-01-30T10:04:00,2023-02-01T12:48:00,,7373367503,eng,,sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
79,/Event/7373367503/7374642451/7378661944,7378661944,,,,2023-01-30T10:04:00,2023-02-01T13:47:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
80,/Event/7373367503/7374642451/7378665346,7378665346,,,,2023-01-30T10:04:00,2023-02-01T13:50:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
81,/Event/7373367503/7374642451/7378675505,7378675505,,,,2023-01-30T10:04:00,2023-02-01T13:57:00,,7373367503,eng,,sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
82,/Event/7373367503/7374642451/7378771668,7378771668,,,,2023-01-30T10:04:00,2023-02-01T14:53:00,,7373367503,eng,,sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
83,/Event/7373367503/7374642451/7378784593,7378784593,,,,2023-01-30T10:04:00,2023-02-01T15:01:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
84,/Event/7373367503/7374642451/7378821765,7378821765,,,,2023-01-30T10:04:00,2023-02-01T15:22:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
85,/Event/7373367503/7374642451/7378821312,7378821312,,,,2023-01-30T10:04:00,2023-02-01T15:23:00,,7373367503,eng,,sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
86,/Event/7373367503/7374642451/7378842419,7378842419,,,,2023-01-30T10:04:00,2023-02-01T15:36:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
87,/Event/7373367503/7374750434,7374750434,,,,2023-01-29T12:45:00,2023-01-30T11:12:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
88,/Event/7373367503/7374750434/7375023905,7375023905,,,,2023-01-30T11:12:00,2023-01-30T14:00:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
89,/Event/7373367503/7374750434/7375017743,7375017743,,,,2023-01-30T11:12:00,2023-01-30T14:01:00,,7373367503,eng,,sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
90,/Event/7373367503/7374750434/7376665577,7376665577,,,,2023-01-30T11:12:00,2023-01-31T12:24:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
91,/Event/7373367503/7374750434/7376674972,7376674972,,,,2023-01-30T11:12:00,2023-01-31T12:29:00,,7373367503,eng,,sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
92,/Event/7373367503/7374750434/7378807122,7378807122,,,,2023-01-30T11:12:00,2023-02-01T15:15:00,,7373367503,eng,,sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
93,/Event/7373367503/7374750434/7378912730,7378912730,,,,2023-01-30T11:12:00,2023-02-01T16:20:00,,7373367503,eng,,sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
94,/Event/7373367503/7375168215,7375168215,,USA,C4,2023-01-29T12:45:00,2023-01-30T15:33:00,C2,7373367503,eng,,finance.yahoo.com,,NAFTA,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,
95,/Event/7373367503/7375168215/7376561914,7376561914,,,,2023-01-30T15:33:00,2023-01-31T11:21:00,,7373367503,eng,,sports.yahoo.com,,,,,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0
96,/Event/7373367503/7375168215/7376619859,7376619859,,,,2023-01-30T15:33:00,2023-01-31T11:55:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0
97,/Event/7373367503/7375168215/7376631836,7376631836,,,,2023-01-30T15:33:00,2023-01-31T12:02:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0
98,/Event/7373367503/7375168215/7376707173,7376707173,,USA,C4,2023-01-30T15:33:00,2023-01-31T12:48:00,C2,7373367503,eng,,finance.yahoo.com,,NAFTA,Eng,NATO,Christian,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0
99,/Event/7373367503/7375168215/7376756135,7376756135,,,,2023-01-30T15:33:00,2023-01-31T13:16:00,,7373367503,eng,,sports.yahoo.com,,,,,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0
100,/Event/7373367503/7375168215/7376777869,7376777869,,,,2023-01-30T15:33:00,2023-01-31T13:31:00,,7373367503,eng,,sports.yahoo.com,,,,,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0
101,/Event/7373367503/7375168215/7376870511,7376870511,,,,2023-01-30T15:33:00,2023-01-31T14:21:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0
102,/Event/7373367503/7375168215/7376965257,7376965257,,,,2023-01-30T15:33:00,2023-01-31T15:23:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0
103,/Event/7373367503/7375168215/7378383448,7378383448,,,,2023-01-30T15:33:00,2023-02-01T11:04:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0
104,/Event/7373367503/7375168215/7378383448/7378616613,7378616613,,,,2023-02-01T11:04:00,2023-02-01T13:21:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
105,/Event/7373367503/7375168215/7378457802,7378457802,,,,2023-01-30T15:33:00,2023-02-01T11:47:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0
106,/Event/7373367503/7375168215/7378509667,7378509667,,,,2023-01-30T15:33:00,2023-02-01T12:18:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0
107,/Event/7373367503/7375168215/7378599842,7378599842,,,,2023-01-30T15:33:00,2023-02-01T13:11:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0
108,/Event/7373367503/7375168215/7378620754,7378620754,,,,2023-01-30T15:33:00,2023-02-01T13:23:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0
109,/Event/7373367503/7375168215/7378779024,7378779024,,,,2023-01-30T15:33:00,2023-02-01T14:58:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0
110,/Event/7373367503/7375168215/7378912751,7378912751,,,,2023-01-30T15:33:00,2023-02-01T16:19:00,,7373367503,eng,,sports.yahoo.com,,,,,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0
111,/Event/7373367503/7375235605,7375235605,,,,2023-01-29T12:45:00,2023-01-30T16:19:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
112,/Event/7373367503/7375235605/7375260637,7375260637,,,,2023-01-30T16:19:00,2023-01-30T16:35:00,,7373367503,eng,,sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
113,/Event/7373367503/7377012186,7377012186,,,,2023-01-29T12:45:00,2023-01-31T15:54:00,,7373367503,eng,,sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
114,/Event/7373367503/7377039632,7377039632,,,,2023-01-29T12:45:00,2023-01-31T16:12:00,,7373367503,eng,,sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
115,/Event/7373367503/7377039632/7378701654,7378701654,,,,2023-01-31T16:12:00,2023-02-01T14:11:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
116,/Event/7373367503/7377039632/7378842444,7378842444,,,,2023-01-31T16:12:00,2023-02-01T15:36:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
117,/Event/7373367503/7377039632/7378894990,7378894990,,,,2023-01-31T16:12:00,2023-02-01T16:10:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
118,/Event/7373367503/7377045690,7377045690,,,,2023-01-29T12:45:00,2023-01-31T16:17:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
119,/Event/7373367503/7377045690/7378445419,7378445419,,,,2023-01-31T16:17:00,2023-02-01T11:40:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
120,/Event/7373367503/7377045690/7378508101,7378508101,,USA,C4,2023-01-31T16:17:00,2023-02-01T12:16:00,C2,7373367503,eng,,finance.yahoo.com,,NAFTA,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,
121,/Event/7373367503/7377045690/7378736218,7378736218,,,,2023-01-31T16:17:00,2023-02-01T14:31:00,,7373367503,eng,,sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
122,/Event/7373367503/7377045690/7378826422,7378826422,,USA,C4,2023-01-31T16:17:00,2023-02-01T15:27:00,C2,7373367503,eng,,finance.yahoo.com,,NAFTA,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,
123,/Event/7373367503/7377045690/7378864492,7378864492,,,,2023-01-31T16:17:00,2023-02-01T15:50:00,,7373367503,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,
