,path,name,continent,country,culture,dateFrom,dateTo,economic,group,lang,polalign,source,url,linguisticblocs,politicalregionalblocs,religions,EconomicQuality,Education,EnterpriseConditions,Governance,Health,Individualism,Indulgence,InvestmentEnvironment,LivingConditions,LongTermOrientation,MarketAccessandInfrastructure,Masculinity,NaturalEnvironment,PersonalFreedom,PowerDistance,SafetyandSecurity,SocialCapital,UncertaintyAvoidance,economicblocs,militarydefenseblocs
18,/Event/324024451/324043113/324095049,324095049,EU,ES,C14,2015-10-20T10:47:00,2015-10-20T12:39:00,C2,324024451,spa,,europapress.es,,Spa,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,EU,NATO
19,/Event/324024451/324043113/324095049/325028853,325028853,SA,BR,C14,2015-10-20T12:39:00,2015-10-22T14:48:00,C19,324024451,por,,oglobo.globo.com,,Por,,Christian,52.0,30.0,27.0,27.0,26.0,51.0,44.0,24.0,11.0,48.0,13.0,42.0,34.0,21.0,57.0,24.0,11.0,86.0,SATB,
20,/Event/324024451/324043113/324078860,324078860,,,,2015-10-20T10:47:00,2015-10-20T12:45:00,,324024451,spa,,rtve.es,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
21,/Event/324024451/324043113/324079321,324079321,SA,AR,C14,2015-10-20T10:47:00,2015-10-20T12:46:00,C19,324024451,spa,State-controlled,telam.com.ar,ChatGPT,Spa,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,SATB,
22,/Event/324024451/324043113/324079321/324206427,324206427,EU,ES,C14,2015-10-20T12:46:00,2015-10-20T18:30:00,C2,324024451,spa,,noticias.terra.es,,Spa,,Christian,118.0,58.0,29.0,67.0,60.0,46.0,62.0,87.0,56.0,20.0,85.0,56.0,49.0,34.0,49.0,80.0,26.0,86.0,EU,NATO
23,/Event/324024451/324043113/324079321/324206394,324206394,,,,2015-10-20T12:46:00,2015-10-20T18:30:00,,324024451,spa,,es.noticias.yahoo.com,,,,,118.0,58.0,29.0,67.0,60.0,46.0,62.0,87.0,56.0,20.0,85.0,56.0,49.0,34.0,49.0,80.0,26.0,86.0,,
24,/Event/324024451/324043113/324088817,324088817,,USA,C4,2015-10-20T10:47:00,2015-10-20T12:59:00,C2,324024451,eng,,globalpost.com,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
25,/Event/324024451/324043113/324092587,324092587,,NI,,2015-10-20T10:47:00,2015-10-20T13:02:00,C11,324024451,spa,Center-left,elnuevodiario.com.ni,ChatGPT,Spa,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
26,/Event/324024451/324043113/324092797,324092797,AU,AU,C4,2015-10-20T10:47:00,2015-10-20T13:05:00,C2,324024451,eng,Center-left-liberal,theage.com.au,ChatGPT,Eng,PIF,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
27,/Event/324024451/324043113/324112577,324112577,EU,UK,C4,2015-10-20T10:47:00,2015-10-20T13:07:00,C2,324024451,eng,Center-right,telegraph.co.uk,ChatGPT,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,NATO
28,/Event/324024451/324043113/324115846,324115846,AU,AU,C4,2015-10-20T10:47:00,2015-10-20T13:07:00,C2,324024451,eng,Center-left-liberal,smh.com.au,ChatGPT,Eng,PIF,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
29,/Event/324024451/324043113/324088800,324088800,EU,UA,C16,2015-10-20T10:47:00,2015-10-20T13:10:00,C15,324024451,eng,,unian.info,,,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
30,/Event/324024451/324043113/324090465,324090465,EU,UK,C4,2015-10-20T10:47:00,2015-10-20T13:15:00,C2,324024451,eng,,in.reuters.com,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,NATO
31,/Event/324024451/324043113/324303771,324303771,,,,2015-10-20T10:47:00,2015-10-20T13:18:00,,324024451,eng,,heraldscotland.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
32,/Event/324024451/324043113/324100317,324100317,,USA,C4,2015-10-20T10:47:00,2015-10-20T13:25:00,C2,324024451,eng,,siouxcityjournal.com,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
33,/Event/324024451/324043113/324157832,324157832,,,,2015-10-20T10:47:00,2015-10-20T13:25:00,,324024451,spa,,swissinfo.ch,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
34,/Event/324024451/324043113/324100701,324100701,,USA,C4,2015-10-20T10:47:00,2015-10-20T13:30:00,C2,324024451,eng,,usatoday.com,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
35,/Event/324024451/324043113/324103908,324103908,EU,ES,C14,2015-10-20T10:47:00,2015-10-20T13:50:00,C2,324024451,spa,,ecodiario.eleconomista.es,,Spa,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,EU,NATO
36,/Event/324024451/324043113/324176917,324176917,,,,2015-10-20T10:47:00,2015-10-20T13:51:00,,324024451,eng,,palmbeachpost.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
37,/Event/324024451/324043113/324105732,324105732,,USA,C4,2015-10-20T10:47:00,2015-10-20T13:54:00,C2,324024451,eng,,channelnewsasia.com,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
38,/Event/324024451/324043113/324112244,324112244,,USA,C4,2015-10-20T10:47:00,2015-10-20T14:13:00,C2,324024451,eng,,hosted.ap.org,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
39,/Event/324024451/324043113/324112244/324527792,324527792,AS,KZ,C16,2015-10-20T14:13:00,2015-10-21T13:00:00,C9,324024451,eng,,inform.kz,,,CIS,Muslim,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,,CSTO
40,/Event/324024451/324043113/324112394,324112394,,,,2015-10-20T10:47:00,2015-10-20T14:14:00,,324024451,eng,,bdnews24.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
41,/Event/324024451/324043113/324126485,324126485,,USA,C4,2015-10-20T10:47:00,2015-10-20T14:49:00,C2,324024451,eng,Center-left,cbsnews.com,ChatGPT,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
42,/Event/324024451/324043113/324133045,324133045,EU,LU,,2015-10-20T10:47:00,2015-10-20T14:56:00,,324024451,spa,,publimetro.com.mx,,Fre,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,EU,NATO
43,/Event/324024451/324043113/324129804,324129804,,,,2015-10-20T10:47:00,2015-10-20T14:58:00,,324024451,eng,,breakingnews.ie,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
44,/Event/324024451/324043113/324134408,324134408,AS,AE,C19,2015-10-20T10:47:00,2015-10-20T15:10:00,C9,324024451,eng,,thenational.ae,,Ara,AL,Muslim,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
45,/Event/324024451/324043113/324134418,324134418,AS,SG,C18,2015-10-20T10:47:00,2015-10-20T15:10:00,C2,324024451,eng,Center-right,straitstimes.com,ChatGPT,,,Buddhist,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,ASEAN,
46,/Event/324024451/324043113/324147614,324147614,,,,2015-10-20T10:47:00,2015-10-20T15:35:00,,324024451,eng,,nbcrightnow.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
47,/Event/324024451/324043113/324145775,324145775,,USA,C4,2015-10-20T10:47:00,2015-10-20T15:38:00,C2,324024451,eng,,nypost.com,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
48,/Event/324024451/324043113/324151804,324151804,,,,2015-10-20T10:47:00,2015-10-20T15:52:00,,324024451,eng,,sputniknews.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
49,/Event/324024451/324043113/324154458,324154458,,,,2015-10-20T10:47:00,2015-10-20T16:04:00,,324024451,spa,,elperiodico.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
50,/Event/324024451/324043113/324154458/324224475,324224475,,,,2015-10-20T16:04:00,2015-10-20T17:59:00,,324024451,spa,,diariocordoba.com,,,,,,,,,,,,,,,,,,,,,,,,
51,/Event/324024451/324043113/324154458/324206052,324206052,EU,ES,C14,2015-10-20T16:04:00,2015-10-20T18:29:00,C2,324024451,spa,,elperiodicodearagon.com,,Spa,,Christian,,,,,,,,,,,,,,,,,,,EU,NATO
52,/Event/324024451/324043113/324174575,324174575,,,,2015-10-20T10:47:00,2015-10-20T16:25:00,,324024451,spa,,telegrafo.com.ec,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
53,/Event/324024451/324043113/324172772,324172772,SA,AR,C14,2015-10-20T10:47:00,2015-10-20T16:54:00,C19,324024451,spa,State-controlled,telam.com.ar,ChatGPT,Spa,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,SATB,
54,/Event/324024451/324043113/324190317,324190317,,USA,C4,2015-10-20T10:47:00,2015-10-20T17:02:00,C2,324024451,eng,,voanews.com,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
55,/Event/324024451/324043113/324178868,324178868,AS,TW,C16,2015-10-20T10:47:00,2015-10-20T17:11:00,C2,324024451,eng,,taipeitimes.com,,,,Folk religion,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
56,/Event/324024451/324043113/324195263,324195263,,,,2015-10-20T10:47:00,2015-10-20T17:12:00,,324024451,spa,,noticias.terra.com.co,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
57,/Event/324024451/324043113/324220413,324220413,,,,2015-10-20T10:47:00,2015-10-20T17:22:00,,324024451,spa,,diariouno.com.ar,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
58,/Event/324024451/324043113/324190858,324190858,,CA,C4,2015-10-20T10:47:00,2015-10-20T17:28:00,C2,324024451,eng,Center-right,theglobeandmail.com,ChatGPT,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
59,/Event/324024451/324043113/324333260,324333260,EU,UK,C4,2015-10-20T10:47:00,2015-10-20T17:49:00,C2,324024451,eng,,reuters.com,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,NATO
60,/Event/324024451/324043113/324256223,324256223,,USA,C4,2015-10-20T10:47:00,2015-10-20T17:50:00,C2,324024451,eng,,norwichbulletin.com,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
61,/Event/324024451/324043113/324220407,324220407,,,,2015-10-20T10:47:00,2015-10-20T17:55:00,,324024451,spa,,vanguardia.com.mx,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
62,/Event/324024451/324043113/324215801,324215801,EU,DE,C5,2015-10-20T10:47:00,2015-10-20T18:09:00,C2,324024451,eng,,dw.com,,Ger,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,EU,NATO
63,/Event/324024451/324043113/324208156,324208156,EU,DE,C5,2015-10-20T10:47:00,2015-10-20T18:35:00,C2,324024451,spa,,dw.com,,Ger,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,EU,NATO
64,/Event/324024451/324043113/324212741,324212741,,USA,C4,2015-10-20T10:47:00,2015-10-20T18:42:00,C2,324024451,eng,,huffingtonpost.com,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
65,/Event/324024451/324043113/324210953,324210953,AS,IN,C18,2015-10-20T10:47:00,2015-10-20T18:43:00,C17,324024451,eng,,firstpost.com,,,,Hindu,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
66,/Event/324024451/324043113/324215635,324215635,,,,2015-10-20T10:47:00,2015-10-20T18:59:00,,324024451,eng,,onenewspage.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
67,/Event/324024451/324043113/324217695,324217695,,,,2015-10-20T10:47:00,2015-10-20T19:04:00,,324024451,spa,,eldiadegualeguay.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
68,/Event/324024451/324043113/324279210,324279210,,,,2015-10-20T10:47:00,2015-10-20T19:06:00,,324024451,eng,,washingtontimes.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
69,/Event/324024451/324043113/324230653,324230653,AS,OM,,2015-10-20T10:47:00,2015-10-20T19:12:00,C11,324024451,eng,Center,omanobserver.om,ChatGPT,Ara,AL,Muslim,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
70,/Event/324024451/324043113/324257790,324257790,EU,UK,C4,2015-10-20T10:47:00,2015-10-20T20:38:00,C2,324024451,eng,,uk.reuters.com,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,NATO
71,/Event/324024451/324043113/324280570,324280570,EU,UK,C4,2015-10-20T10:47:00,2015-10-20T22:27:00,C2,324024451,eng,,af.reuters.com,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,NATO
72,/Event/324024451/324043113/324021072,324021072,,USA,C4,2015-10-20T10:47:00,2015-10-20T22:49:00,C2,324024451,eng,,businessinsider.com,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
73,/Event/324024451/324043113/324288700,324288700,AS,CN,C18,2015-10-20T10:47:00,2015-10-20T22:59:00,C9,324024451,eng,,macaudailytimes.com.mo,,,,Irreligion,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
74,/Event/324024451/324043113/324336289,324336289,EU,IE,C4,2015-10-20T10:47:00,2015-10-21T00:01:00,C2,324024451,eng,,irishtimes.com,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,EU,
75,/Event/324024451/324043113/324314030,324314030,EU,IE,C4,2015-10-20T10:47:00,2015-10-21T00:08:00,C2,324024451,eng,,irishexaminer.com,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,EU,
76,/Event/324024451/324043113/324318722,324318722,,USA,C4,2015-10-20T10:47:00,2015-10-21T01:00:00,C2,324024451,eng,,ibtimes.com,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
77,/Event/324024451/324043113/324328908,324328908,EU,IE,C4,2015-10-20T10:47:00,2015-10-21T01:30:00,C2,324024451,eng,,herald.ie,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,EU,
78,/Event/324024451/324043113/324379116,324379116,EU,UK,C4,2015-10-20T10:47:00,2015-10-21T02:12:00,C2,324024451,eng,,reuters.com,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,NATO
79,/Event/324024451/324043113/324335978,324335978,EU,IE,C4,2015-10-20T10:47:00,2015-10-21T02:18:00,C2,324024451,eng,,independent.ie,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,EU,
80,/Event/324024451/324043113/324364799,324364799,,,,2015-10-20T10:47:00,2015-10-21T04:03:00,,324024451,eng,,ca.reuters.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
81,/Event/324024451/324043113/324389945,324389945,EU,UK,C4,2015-10-20T10:47:00,2015-10-21T04:09:00,C2,324024451,eng,,af.reuters.com,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,NATO
82,/Event/324024451/324043113/324383860,324383860,,,,2015-10-20T10:47:00,2015-10-21T05:37:00,,324024451,eng,,nbcbayarea.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
83,/Event/324024451/324043113/324390514,324390514,,,,2015-10-20T10:47:00,2015-10-21T05:57:00,,324024451,eng,,sputniknews.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
84,/Event/324024451/324043113/324389271,324389271,EU,FR,C14,2015-10-20T10:47:00,2015-10-21T06:03:00,C2,324024451,eng,,euronews.com,,Fre,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,EU,NATO
85,/Event/324024451/324043113/324389481,324389481,,USA,C4,2015-10-20T10:47:00,2015-10-21T06:04:00,C2,324024451,eng,Center-left,nbcnews.com,ChatGPT,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
